state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
US,total,10714777,0.03,31321031516,0.03,9585155,0.03,3103472,0.06,29092997557,0.03,2228033959,0.06,195120763,0.06,1999
US,financial administration,206448,0.07,583531292,0.07,193340,0.07,50344,0.34,553321048,0.07,30210244,0.39,2442767,0.44,1999
US,other government administration,204489,0.11,611417801,0.09,182803,0.12,198116,0.23,546199166,0.1,65218635,0.3,4187345,0.3,1999
US,judicial and legal,229677,0.05,724914398,0.04,216696,0.05,33721,0.31,692855637,0.04,32058761,0.2,2272013,0.34,1999
US,police protection - officers,578471,0.04,2208363979,0.04,564927,0.04,38112,0.37,2181631536,0.04,26732443,0.4,2218424,0.46,1999
US,police protection - other,171179,0.08,446826521,0.06,147895,0.08,62992,0.21,408011941,0.06,38814580,0.18,4076344,0.22,1999
US,fire protection - firefighters,265415,0.06,1035359344,0.05,252097,0.06,93771,0.61,1014337351,0.05,21021993,0.69,2366633,0.6,1999
US,fire protection - other,21669,0.12,67693876,0.09,19936,0.11,10039,1.11,64404450,0.09,3289426,0.59,308223,0.78,1999
US,corrections,220200,0.05,656520345,0.04,212575,0.06,14981,0.2,641264764,0.04,15255581,0.15,1310225,0.21,1999
US,streets and highways,296425,0.07,811985840,0.07,285208,0.07,29306,0.45,791846815,0.07,20139025,0.48,2019150,0.57,1999
US,air transportation,36317,0.07,121911353,0.04,35028,0.07,2704,0.85,119384917,0.03,2526436,0.62,237687,0.6,1999
US,water transport and terminals,7503,0.61,27048085,0.26,7049,0.48,1277,3.07,26220771,0.21,827314,3.25,80733,2.77,1999
US,public welfare,262112,0.05,671462196,0.04,239759,0.05,43502,0.21,629725366,0.04,41736830,0.16,3888558,0.21,1999
US,health,223999,0.06,616396127,0.04,196403,0.05,62769,0.31,554875364,0.04,61520763,0.21,4788793,0.3,1999
US,hospitals,532931,0.11,1499429288,0.1,464807,0.12,119150,0.08,1324302058,0.11,175127230,0.08,11933003,0.09,1999
US,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
US,solid waste management,107017,0.09,290894294,0.08,101440,0.09,13351,0.53,282469701,0.08,8424593,0.74,984521,0.6,1999
US,sewerage,121017,0.08,375284254,0.06,117612,0.08,10702,1.06,368526154,0.07,6758100,0.47,604506,0.57,1999
US,parks and recreation,203962,0.06,476895344,0.05,148196,0.06,156090,0.14,390820321,0.05,86075023,0.13,9778261,0.12,1999
US,housing and community development,117848,0.1,334657772,0.09,111833,0.1,12706,0.34,323157108,0.09,11500664,0.34,1009830,0.37,1999
US,natural resources,35665,0.35,97181545,0.29,31994,0.4,10840,0.99,90712838,0.3,6468707,0.88,663932,0.91,1999
US,water transport and terminals,154443,0.08,463401085,0.07,149363,0.07,19201,0.78,452697135,0.07,10703950,0.51,941317,0.53,1999
US,electric power,71809,0.11,280404870,0.1,70194,0.1,3459,2.01,276731715,0.1,3673155,1.18,283115,1.39,1999
US,gas supply,10629,0.38,30362669,0.27,10504,0.38,541,4.84,29986932,0.27,375737,3.1,33464,2.9,1999
US,transit,175257,0.04,633947602,0.04,166771,0.04,14450,0.18,615694566,0.04,18253036,0.15,1497005,0.23,1999
US,education - elementary and secondary instructional,4059196,0.04,12852088953,0.05,3771097,0.04,775908,0.11,12226966728,0.05,625122225,0.1,49298584,0.11,1999
US,education - elementary and secondary total,1722399,0.06,3471322694,0.07,1370002,0.06,815616,0.13,2893856962,0.06,577465732,0.18,59987582,0.13,1999
US,education - higher education instructional,130606,0.08,522289348,0.07,83915,0.11,166824,0.04,372023141,0.09,150266207,0.03,7981236,0.02,1999
US,education - higher education other,171893,0.05,425221109,0.03,122865,0.06,150812,0.05,347659049,0.03,77562060,0.02,8435336,0,1999
US,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
US,libraries,115597,0.15,261132859,0.13,79794,0.18,86191,0.15,203042148,0.14,58090711,0.16,6207158,0.15,1999
US,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
US,other and unallocable,260604,0.12,723086673,0.1,231052,0.12,105997,0.46,670271875,0.09,52814798,0.46,5285018,0.37,1999
AL,total,180310,0.08,411245961,0.1,168853,0.06,28804,0.58,391759279,0.09,19486682,0.76,1983664,0.7,1999
AL,financial administration,3925,1.08,8757142,0.63,3377,0.64,1350,6.13,7976144,0.39,780998,6.46,103805,6.99,1999
AL,other government administration,2568,0.99,5740709,0.53,2312,0.98,2324,2.63,4929065,0.58,811644,1.92,64088,2.25,1999
AL,judicial and legal,1888,0.44,4487562,0.23,1671,0.38,653,2.18,4044497,0.26,443065,1.47,34785,1.72,1999
AL,police protection - officers,8943,0.23,23690132,0.12,8771,0.17,173,14.63,23644699,0.12,45433,49.96,12946,15.88,1999
AL,police protection - other,2127,0.18,4023005,0.16,1953,0.18,466,0.57,3775003,0.17,248002,0.51,32588,0.62,1999
AL,fire protection - firefighters,4870,0.11,13453823,0.07,4624,0.09,835,1.22,13259834,0.06,193989,1.56,42710,0.95,1999
AL,fire protection - other,190,0,503312,0.03,186,0,35,1.42,495688,0.01,7624,1.79,892,2.96,1999
AL,corrections,2648,0.13,5985441,0.12,2507,0.11,228,1.5,5795833,0.11,189608,1.55,25305,1.64,1999
AL,streets and highways,7016,0.15,14235180,0.15,6831,0.17,401,3.08,13990837,0.15,244343,2.61,30980,3.01,1999
AL,air transportation,442,0,1113872,0,403,0,64,0,1053858,0,60014,0,6745,0,1999
AL,water transport and terminals,174,0,278822,0,174,0,0,0,278822,0,0,0,0,0,1999
AL,public welfare,1515,1.51,2315363,1.19,1358,1.65,447,2.65,2078979,1.21,236384,1.59,36163,1.52,1999
AL,health,4278,0.02,8621983,0.01,3912,0.02,861,0.06,8100475,0.01,521508,0.03,64857,0.03,1999
AL,hospitals,24975,0,60034227,0,21028,0,5996,0,51517236,0,8516991,0,697791,0,1999
AL,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
AL,solid waste management,3367,0.39,6368651,0.3,3328,0.4,139,4.21,6298309,0.3,70342,1.86,7871,2.25,1999
