01 001        AUTAUGA                            COUNTY                       3AUTAUGA                       01001               4996007                                                             07
01 002        BALDWIN                            COUNTY                       3BALDWIN                       01003              17176907                                                             07
01 003        BARBOUR                            COUNTY                       3BARBOUR                       01005               2794107                                                             07
01 004        BIBB                               COUNTY                       3BIBB                          01007               2153507                                                             07
01 005        BLOUNT                             COUNTY                       3BLOUNT                        01009               5661407                                                             07
01 006        BULLOCK                            COUNTY                       3BULLOCK                       01011               1078107                                                             07
01 007        BUTLER                             COUNTY                       3BUTLER                        01013               2015707                                                             07
01 008        CALHOUN                            COUNTY                       3CALHOUN                       01015              11310307                                                             07
01 009        CHAMBERS                           COUNTY                       3CHAMBERS                      01017               3476407                                                             07
01 010        CHEROKEE                           COUNTY                       3CHEROKEE                      01019               2456007                                                             07
01 011        CHILTON                            COUNTY                       3CHILTON                       01021               4229907                                                             07
01 012        CHOCTAW                            COUNTY                       3CHOCTAW                       01023               1417307                                                             07
01 013        CLARKE                             COUNTY                       3CLARKE                        01025               2649607                                                             07
01 014        CLAY                               COUNTY                       3CLAY                          01027               1378807                                                             07
01 015        CLEBURNE                           COUNTY                       3CLEBURNE                      01029               1470007                                                             07
01 016        COFFEE                             COUNTY                       3COFFEE                        01031               4679307                                                             07
01 017        COLBERT                            COUNTY                       3COLBERT                       01033               5458807                                                             07
01 018        CONECUH                            COUNTY                       3CONECUH                       01035               1316007                                                             07
01 019        COOSA                              COUNTY                       3COOSA                         01037               1086407                                                             07
01 020        COVINGTON                          COUNTY                       3COVINGTON                     01039               3700707                                                             07
01 021        CRENSHAW                           COUNTY                       3CRENSHAW                      01041               1380507                                                             07
01 022        CULLMAN                            COUNTY                       3CULLMAN                       01043               8055407                                                             02
01 023        DALE                               COUNTY                       3DALE                          01045               4815007                                                             07
01 024        DALLAS                             COUNTY                       3DALLAS                        01047               4307907                                                             07
01 025        DE KALB                            COUNTY                       3DE KALB                       01049               6801607                                                             07
01 026        ELMORE                             COUNTY                       3ELMORE                        01051               7752507                                                             07
01 027        ESCAMBIA                           COUNTY                       3ESCAMBIA                      01053               3760007                                                             07
01 028        ETOWAH                             COUNTY                       3ETOWAH                        01055              10321707                                                             07
01 029        FAYETTE                            COUNTY                       3FAYETTE                       01057               1764807                                                             07
01 030        FRANKLIN                           COUNTY                       3FRANKLIN                      01059               3043907                                                             07
01 031        GENEVA                             COUNTY                       3GENEVA                        01061               2570707                                                             07
01 032        GREENE                             COUNTY                       3GREENE                        01063                920107                                                             07
01 033        HALE                               COUNTY                       3HALE                          01065               1811107                                                             07
01 034        HENRY                              COUNTY                       3HENRY                         01067               1662107                                                             07
01 035        HOUSTON                            COUNTY                       3HOUSTON                       01069               9717107                                                             07
01 036        JACKSON                            COUNTY                       3JACKSON                       01071               5303007                                                             07
01 037        JEFFERSON                          COUNTY                       3JEFFERSON                     01073              65877907                                                             07
01 038        LAMAR                              COUNTY                       3LAMAR                         01075               1444707                                                             07
01 039        LAUDERDALE                         COUNTY                       3LAUDERDALE                    01077               8856107                                                             07
01 040        LAWRENCE                           COUNTY                       3LAWRENCE                      01079               3422907                                                             07
01 041        LEE                                COUNTY                       3LEE                           01081              13051607                                                             07
01 042        LIMESTONE                          COUNTY                       3LIMESTONE                     01083               7389807                                                             07
01 043        LOWNDES                            COUNTY                       3LOWNDES                       01085               1268607                                                             07
01 044        MACON                              COUNTY                       3MACON                         01087               2233607                                                             07
01 045        MADISON                            COUNTY                       3MADISON                       01089              31273407                                                             07
01 046        MARENGO                            COUNTY                       3MARENGO                       01091               2127607                                                             07
01 047        MARION                             COUNTY                       3MARION                        01093               2958007                                                             07
01 048        MARSHALL                           COUNTY                       3MARSHALL                      01095               8764407                                                             07
01 049        MOBILE                             COUNTY                       3MOBILE                        01097              40440607                                                             07
01 050        MONROE                             COUNTY                       3MONROE                        01099               2276407                                                             07
01 051        MONTGOMERY                         COUNTY                       3MONTGOMERY                    01101              22579107                                                             07
01 052        MORGAN                             COUNTY                       3MORGAN                        01103              11505007                                                             07
01 053        PERRY                              COUNTY                       3PERRY                         01105               1060207                                                             07
01 054        PICKENS                            COUNTY                       3PICKENS                       01107               1965107                                                             07
01 055        PIKE                               COUNTY                       3PIKE                          01109               2992507                                                             07
01 056        RANDOLPH                           COUNTY                       3RANDOLPH                      01111               2242507                                                             07
01 057        RUSSELL                            COUNTY                       3RUSSELL                       01113               5018307                                                             07
01 058        ST CLAIR                           COUNTY                       3ST CLAIR                      01115               7805407                                                             07
01 059        SHELBY                             COUNTY                       3SHELBY                        01117              18211307                                                             07
01 060        SUMTER                             COUNTY                       3SUMTER                        01119               1330607                                                             07
01 061        TALLADEGA                          COUNTY                       3TALLADEGA                     01121               8025507                                                             02
01 062        TALLAPOOSA                         COUNTY                       3TALLAPOOSA                    01123               4074707                                                             07
01 063        TUSCALOOSA                         COUNTY                       3TUSCALOOSA                    01125              17790607                                                             07
01 064        WALKER                             COUNTY                       3WALKER                        01127               6881607                                                             07
01 065        WASHINGTON                         COUNTY                       3WASHINGTON                    01129               1722607                                                             07
01 066        WILCOX                             COUNTY                       3WILCOX                        01131               1277907                                                             07
01 067        WINSTON                            COUNTY                       3WINSTON                       01133               2424007                                                             07
02 001                                           CENSUS DIVISION              4ALEUTIANS WEST                02016                                                                                    
02 002        ANCHORAGE                          CENSUS BOROUGH               4ANCHORAGE                     02020              27967107                                                             04
02 003                                           CENSUS DIVISION              4BETHEL                        02050                                                                                    
02 004        BRISTOL BAY                        BOROUGH                      4BRISTOL BAY                   02060                 99607                                                             07
02 005                                           CENSUS DIVISION              4DILLINGHAM                    02070                                                                                    
02 006        FAIRBANKS NORTH STAR               BOROUGH                      4FAIRBANKS NORTH STAR          02090               9748407                                                             07
02 007        HAINES                             BOROUGH                      4HAINES                        02100                228507                                                             07
02 008        JUNEAU                             CENSUS BOROUGH               4JUNEAU                        02110               3069007                                                             07
02 009        KENAI PENINSULA                    BOROUGH                      4KANAI PENINSULA               02122               5309707                                                             07
02 010        KETCHIKAN GATEWAY                  BOROUGH                      4KETCHIKAN GATEWAY             02130               1322707                                                             07
02 011        NORTHWEST ARCTIC                   BOROUGH                      4NORTHWEST ARCTIC              02188                745307                                                             07
02 012        KODIAK ISLAND                      BOROUGH                      4KODIAK ISLAND                 02150               1299707                                                             07
02 013        MATANUSKA-SUSITNA                  BOROUGH                      4MATANUSKA-SUSITNA             02170               8266907                                                             07
02 014                                           CENSUS DIVISION              4NOME                          02180                                                                                    
02 015        NORTH SLOPE                        BOROUGH                      4NORTH SLOPE                   02185                656107                                                             07
02 016                                           CENSUS DIVISION              4PRINCE OF WALES               02201                                                                                    
02 017        SITKA                              CENSUS BOROUGH               4SITKA                         02220                887407                                                             07
02 018                                           CENSUS DIVISION              4SKAGWAY-HOONAH-ANGOON         02232                                                                                    
02 019                                           CENSUS DIVISION              4SOUTHEAST FAIRBANKS           02240                                                                                    
02 020                                           CENSUS DIVISION              4VALDEZ-CORDOVA                02261                                                                                    
02 021                                           CENSUS DIVISION              4WADE HAMPTON                  02270                                                                                    
02 022                                           CENSUS DIVISION              4WRANGELL-PETERSBURG           02280                                                                                    
02 023                                           CENSUS DIVISION              4YUKON-KAYUKUK                 02290                                                                                    
02 024        ALEUTIANS EAST                     BOROUGH                      4ALEUTIANS EAST                02013                266607                                                             07
02 025        LAKE AND PENINSULA                 BOROUGH                      4LAKE AND PENINSULA            02164                153807                                                             07
02 026        DENALI                             BOROUGH                      4DENALI                        02068                183807                                                             07
02 027        YAKUTAT                            CENSUS BOROUGH               4YAKUTAT                       02282                 68907                                                             07
02 028        SKAGWAY                            MUNICIPALITY                 4SKAGWAY                       02230                 82805                                                             07
03 001        APACHE                             COUNTY                       4APACHE                        04001               6998007                                                             07
03 002        COCHISE                            COUNTY                       4COCHISE                       04003              12786607                                                             07
03 003        COCONINO                           COUNTY                       4COCONINO                      04005              12745007                                                             07
03 004        GILA                               COUNTY                       4GILA                          04007               5199407                                                             07
03 005        GRAHAM                             COUNTY                       4GRAHAM                        04009               3476907                                                             07
03 006        GREENLEE                           COUNTY                       4GREENLEE                      04011                775407                                                             07
03 007        MARICOPA                           COUNTY                       4MARICOPA                      04013             388018107                                                             07
03 008        MOHAVE                             COUNTY                       4MOHAVE                        04015              19494407                                                             07
03 009        NAVAJO                             COUNTY                       4NAVAJO                        04017              11127307                                                             05
03 010        PIMA                               COUNTY                       4PIMA                          04019              96708907                                                             07
03 011        PINAL                              COUNTY                       4PINAL                         04021              29924607                                                             07
03 012        SANTA CRUZ                         COUNTY                       4SANTA CRUZ                    04023               4284507                                                             04
03 013        YAVAPAI                            COUNTY                       4YAVAPAI                       04025              21263507                                                             07
03 014        YUMA                               COUNTY                       4YUMA                          04027              19055707                                                             07
03 015        LA PAZ                             COUNTY                       4LA PAZ                        04012               2017207                                                             07
04 001        ARKANSAS                           COUNTY                       3ARKANSAS                      05001               1939207                                                             07
04 002        ASHLEY                             COUNTY                       3ASHLEY                        05003               2232607                                                             07
04 003        BAXTER                             COUNTY                       3BAXTER                        05005               4195007                                                             07
04 004        BENTON                             COUNTY                       3BENTON                        05007              20310707                                                             07
04 005        BOONE                              COUNTY                       3BOONE                         05009               3667207                                                             07
04 006        BRADLEY                            COUNTY                       3BRADLEY                       05011               1197907                                                             07
04 007        CALHOUN                            COUNTY                       3CALHOUN                       05013                553507                                                             07
04 008        CARROLL                            COUNTY                       3CARROLL                       05015               2742907                                                             07
04 009        CHICOT                             COUNTY                       3CHICOT                        05017               1230507                                                             07
04 010        CLARK                              COUNTY                       3CLARK                         05019               2358507                                                             07
04 011        CLAY                               COUNTY                       3CLAY                          05021               1613407                                                             07
04 012        CLEBURNE                           COUNTY                       3CLEBURNE                      05023               2540707                                                             07
04 013        CLEVELAND                          COUNTY                       3CLEVELAND                     05025                876907                                                             07
