00600000000000UNITED STATES                                                                                                  29881695406         1.0000                                                     00
01000000000000ALABAMA                                                         3                              01                455780805         1.0000                                                     00
01100100100000AUTAUGA                                                         3AUTAUGA                       0100199001524000    4861205         1.0000                                     113      06     04
01100200200000BALDWIN                                                         3BALDWIN                       0100399003516000   16258605         1.0000                                     131      06     04
01100300300000BARBOUR                                                         3BARBOUR                       0100599005          2841405         0.8892                                     111      06     04
01100400400000BIBB                                                            3BIBB                          0100799007          2151605         0.2808                                     111      II     04
01100500500000BLOUNT                                                          3BLOUNT                        0100999009100000    5572505         1.0000                                     133      06     04
01100700700000BUTLER                                                          3BUTLER                        0101399013          2076605         0.2553                                     133      06     04
01100800800000CALHOUN                                                         3CALHOUN                       0101599015045000   11214105         1.0000                                     133      06     04
01101001000000CHEROKEE                                                        3CHEROKEE                      0101999019          2452205         1.0000                                     133      06     04
01101101100000CHILTON                                                         3CHILTON                       0102199021          4174405         0.3974                                     333      06     04
01101401400000CLAY                                                            3CLAY                          0102799027          1396405         0.1693                                     133      06     04
01101501500000CLEBURNE                                                        3CLEBURNE                      0102999029          1446005         0.5798                                     113      06     04
01101601600000COFFEE                                                          3COFFEE                        0103199031          4556705         1.0000                                     133      06     04
01101801800000CONECUH                                                         3CONECUH                       0103599035          1325705         0.1935                                     133      06     04
01102102100000CRENSHAW                                                        3CRENSHAW                      0104199041          1372705         0.1784                                     111      II     04
01102202200000CULLMAN                                                         3CULLMAN                       0104399043          7988605         1.0000                                     111      II     04
01102302300000DALE                                                            3DALE                          0104599045218000    4874805         1.0000                                     131      06     04
01102402400000DALLAS                                                          3DALLAS                        0104799047          4436605         1.0000                                     111      II     04
01102502500000DE KALB                                                         3DE KALB                       0104999049          6727105         1.0000                                     133      06     04
01102702700000ESCAMBIA                                                        3ESCAMBIA                      0105399053          3808205         1.0000                                     111      II     04
01102802800000ETOWAH                                                          3ETOWAH                        0105599055288000   10318905         1.0000                                     144      06     04
01102902900000FAYETTE                                                         3FAYETTE                       0105799057          1822805         0.2229                                     133      06     04
01103103100000GENEVA                                                          3GENEVA                        0106199061          2573505         0.7422                                     133      06     04
01103303300000HALE                                                            3HALE                          0106599065          1831605         0.7570                                     133      06     04
01103403400000HENRY                                                           3HENRY                         0106799067          1661005         0.2008                                     131      06     04
01103503500000HOUSTON                                                         3HOUSTON                       0106999069218000    9424905         1.0000                                     133      06     04
01103603600000JACKSON                                                         3JACKSON                       0107199071          5365005         1.0000                                     111      II     04
01103703700000JEFFERSON                                                       3JEFFERSON                     0107399073100000   65722905         1.0000                                     133      06     04
01103903900000LAUDERDALE                                                      3LAUDERDALE                    0107799077265000    8769105         1.0000                                     113      06     04
01104004000000LAWRENCE                                                        3LAWRENCE                      0107999079203000    3460505         1.0000                                     133      06     04
01104104100000LEE                                                             3LEE                           0108199081         12325405         1.0000                                     111      06     04
01104204200000LIMESTONE                                                       3LIMESTONE                     0108399083344000    7046905         1.0000                                     133      06     04
01104304300000LOWNDES                                                         3LOWNDES                       0108599085          1307605         0.7422                                     131      06     04
01104404400000MACON                                                           3MACON                         0108799087          2281005         0.2843                                     131      06     04
01104504500000MADISON                                                         3MADISON                       0108999089344000   29819205         1.0000                                     133      06     04
01104604600000MARENGO                                                         3MARENGO                       0109199091          2187905         0.8001                                     111      II     04
01104804800000MARSHALL                                                        3MARSHALL                      0109599095          8563405         1.0000                                     133      06     04
01104904900000MOBILE                                                          3MOBILE                        0109799097516000   40142705         1.0000                                     111      06     04
01105005000000MONROE                                                          3MONROE                        0109999099          2373305         1.0000                                     111      II     04
01105105100000MONTGOMERY                                                      3MONTGOMERY                    0110199101524000   22161905         1.0000                                     133      06     04
01105205200000MORGAN                                                          3MORGAN                        0110399103203000   11374005         1.0000                                     111      II     04
01105805800000ST CLAIR                                                        3ST CLAIR                      0111599115100000    7233005         0.5903                                     111      06     04
01105905900000SHELBY                                                          3SHELBY                        0111799117100000   17146505         1.0000                                     111      06     04
01106206200000TALLAPOOSA                                                      3TALLAPOOSA                    0112399123          4071705         1.0000                                     111      II     04
01106306300000TUSCALOOSA                                                      3TUSCALOOSA                    0112599125860000   16890805         1.0000                                     131      06     04
01200200200000DAPHNE                                                          3BALDWIN                       0100319648516000    1858105         1.0000                                     133      06     04
01200240100000ORANGE BEACH                                                    3BALDWIN                       0100357144516000     505505         0.2304                                     133      06     04
01200310100000BAKERHILL                                                       3BARBOUR                       0100503724            32105         1.0000                                     141      06     05
01200700200000GEORGIANA                                                       3BUTLER                        0101329560           163605         0.1326                                     131      06     04
01200800100000ANNISTON                                                        3CALHOUN                       0101501852045000    2374105         1.0000                                     133      06     04
01200800300000HOBSON CITY                                                     3CALHOUN                       0101535152045000      86005         0.0200                                     111      II     05
01200800600000OXFORD                                                          3CALHOUN                       0101557576045000    1998105         1.0000                                     111      II     04
01200800700000PIEDMONT                                                        3CALHOUN                       0101559640045000     496905         1.0000                                     144      06     04
01200900100000FIVE POINTS                                                     3CHAMBERS                      0101726200            14405         0.0200                                     111      II     05
01201260100000LISMAN                                                          3CHOCTAW                       0102343384            60205         0.0200                                     111      II     05
01201400100000ASHLAND                                                         3CLAY                          0102702860           188505         0.1273                                     133      06     04
