00600000000000UNITED STATES                                                                                                  30405972408         1.0000                                                     00
01000000000000ALABAMA                                                         3                              01                462659507         1.0000                                                     00
01100100100000AUTAUGA                                                         3AUTAUGA                       01001               4996007         1.0000                                     133      08     04
01100200200000BALDWIN                                                         3BALDWIN                       01003              17176907         1.0000                                     131      08     04
01100300300000BARBOUR                                                         3BARBOUR                       01005               2794107         0.8892                                     111      08     04
01100400400000BIBB                                                            3BIBB                          01007               2153507         0.2808                                     111      07     04
01100500500000BLOUNT                                                          3BLOUNT                        01009               5661407         1.0000                                     133      08     04
01100700700000BUTLER                                                          3BUTLER                        01013               2015707         0.2553                                     133      08     04
01100800800000CALHOUN                                                         3CALHOUN                       01015              11310307         1.0000                                     133      08     04
01101001000000CHEROKEE                                                        3CHEROKEE                      01019               2456007         1.0000                                     133      08     04
01101101100000CHILTON                                                         3CHILTON                       01021               4229907         0.3974                                     133      08     04
01101401400000CLAY                                                            3CLAY                          01027               1378807         0.1693                                     133      08     04
01101501500000CLEBURNE                                                        3CLEBURNE                      01029               1470007         0.5798                                     113      08     04
01101601600000COFFEE                                                          3COFFEE                        01031               4679307         1.0000                                     133      08     04
01101801800000CONECUH                                                         3CONECUH                       01035               1316007         0.1935                                     133      08     04
01102102100000CRENSHAW                                                        3CRENSHAW                      01041               1380507         0.1784                                     111      07     04
01102202200000CULLMAN                                                         3CULLMAN                       01043               8055407         1.0000                                     131      08     04
01102302300000DALE                                                            3DALE                          01045               4815007         1.0000                                     133      08     04
01102402400000DALLAS                                                          3DALLAS                        01047               4307907         1.0000                                     133      08     04
01102502500000DE KALB                                                         3DE KALB                       01049               6801607         1.0000                                     133      08     04
01102702700000ESCAMBIA                                                        3ESCAMBIA                      01053               3760007         1.0000                                     111      08     04
01102802800000ETOWAH                                                          3ETOWAH                        01055              10321707         1.0000                                     144      08     04
01102902900000FAYETTE                                                         3FAYETTE                       01057               1764807         0.2229                                     131      08     04
01103103100000GENEVA                                                          3GENEVA                        01061               2570707         0.7422                                     133      08     04
01103303300000HALE                                                            3HALE                          01065               1811107         0.7570                                     133      08     04
01103403400000HENRY                                                           3HENRY                         01067               1662107         0.2008                                     133      08     04
01103503500000HOUSTON                                                         3HOUSTON                       01069               9717107         1.0000                                     133      08     04
01103603600000JACKSON                                                         3JACKSON                       01071               5303007         1.0000                                     111      07     04
01103703700000JEFFERSON                                                       3JEFFERSON                     01073              65877907         1.0000                                     133      08     04
01103903900000LAUDERDALE                                                      3LAUDERDALE                    01077               8856107         1.0000                                     113      08     04
01104004000000LAWRENCE                                                        3LAWRENCE                      01079               3422907         1.0000                                     113      08     04
01104104100000LEE                                                             3LEE                           01081              13051607         1.0000                                     113      08     04
01104204200000LIMESTONE                                                       3LIMESTONE                     01083               7389807         1.0000                                     131      08     04
01104304300000LOWNDES                                                         3LOWNDES                       01085               1268607         0.7422                                     133      08     04
