00600000000000UNITED STATES                                                                                                  30405972408         1.0000                                                     00
01000000000000ALABAMA                                                         3                              01                477973610         1.0000                                                     00
01100100100000AUTAUGA                                                         3AUTAUGA                       01001               5457110         0.7033                                     113      10     04
01100200200000BALDWIN                                                         3BALDWIN                       01003              18226510         1.0000                                     131      10     04
01100500500000BLOUNT                                                          3BLOUNT                        01009               5732210         0.7651                                     111      10     04
01100700700000BUTLER                                                          3BUTLER                        01013               2094710         0.3949                                     133      10     04
01100800800000CALHOUN                                                         3CALHOUN                       01015              11857210         1.0000                                     111      10     04
01100900900000CHAMBERS                                                        3CHAMBERS                      01017               3421510         0.5627                                     133      10     04
01101001000000CHEROKEE                                                        3CHEROKEE                      01019               2598910         1.0000                                     113      10     04
01101101100000CHILTON                                                         3CHILTON                       01021               4364310         0.7203                                     133      10     04
01101601600000COFFEE                                                          3COFFEE                        01031               4994810         0.7598                                     133      10     04
01101701700000COLBERT                                                         3COLBERT                       01033               5442810         0.7931                                     122      10     04
01101801800000CONECUH                                                         3CONECUH                       01035               1322810         0.3173                                     133      10     04
01102202200000CULLMAN                                                         3CULLMAN                       01043               8040610         1.0000                                     133      10     04
01102302300000DALE                                                            3DALE                          01045               5025110         0.5860                                     111      10     04
01102402400000DALLAS                                                          3DALLAS                        01047               4382010         0.7638                                     133      10     04
01102502500000DE KALB                                                         3DE KALB                       01049               7110910         0.9268                                     133      10     04
01102602600000ELMORE                                                          3ELMORE                        01051               7930310         0.8678                                     111      10     04
01102702700000ESCAMBIA                                                        3ESCAMBIA                      01053               3831910         1.0000                                     133      10     04
01102802800000ETOWAH                                                          3ETOWAH                        01055              10443010         1.0000                                     144      10     04
01102902900000FAYETTE                                                         3FAYETTE                       01057               1724110         0.4532                                     133      10     04
01103003000000FRANKLIN                                                        3FRANKLIN                      01059               3170410         0.6124                                     133      10     04
01103203200000GREENE                                                          3GREENE                        01063                904510         0.2873                                     333      10     04
01103303300000HALE                                                            3HALE                          01065               1576010         0.3963                                     133      10     04
01103503500000HOUSTON                                                         3HOUSTON                       01069              10154710         1.0000                                     133      10     04
01103603600000JACKSON                                                         3JACKSON                       01071               5322710         0.9139                                     111      10     04
01103703700000JEFFERSON                                                       3JEFFERSON                     01073              65846610         1.0000                                     133      10     04
01103903900000LAUDERDALE                                                      3LAUDERDALE                    01077               9270910         1.0000                                     111      10     04
01104004000000LAWRENCE                                                        3LAWRENCE                      01079               3433910         0.6157                                     133      10     04
01104104100000LEE                                                             3LEE                           01081              14024710         1.0000                                     113      10     04
01104204200000LIMESTONE                                                       3LIMESTONE                     01083               8278210         1.0000                                     133      10     04
01104304300000LOWNDES                                                         3LOWNDES                       01085               1129910         0.4754                                     133      10     04
01104504500000MADISON                                                         3MADISON                       01089              33481110         1.0000                                     133      10     04
01104804800000MARSHALL                                                        3MARSHALL                      01095               9301910         0.7937                                     111      10     04
01104904900000MOBILE                                                          3MOBILE                        01097              41299210         1.0000                                     111      10     04
01105005000000MONROE                                                          3MONROE                        01099               2306810         0.5961                                     111      09     04
01105105100000MONTGOMERY                                                      3MONTGOMERY                    01101              22936310         1.0000                                     133      10     04
01105205200000MORGAN                                                          3MORGAN                        01103              11949010         1.0000                                     133      10     04
01105605600000RANDOLPH                                                        3RANDOLPH                      01111               2291310         0.5488                                     122      10     04
01105705700000RUSSELL                                                         3RUSSELL                       01113               5294710         0.8044                                     133      10     04
01105805800000ST CLAIR                                                        3ST CLAIR                      01115               8359310         1.0000                                     133      10     04
01105905900000SHELBY                                                          3SHELBY                        01117              19508510         1.0000                                     111      10     04
01106106100000TALLADEGA                                                       3TALLADEGA                     01121               8229110         1.0000                                     121      10     04
01106206200000TALLAPOOSA                                                      3TALLAPOOSA                    01123               4161610         0.6140                                     133      10     04
01106306300000TUSCALOOSA                                                      3TUSCALOOSA                    01125              19465610         1.0000                                     133      10     04
01106406400000WALKER                                                          3WALKER                        01127               6702310         0.9378                                     133      10     04
