00600000000000UNITED STATES                                                                                                  29585988305         1.0000                                                     00
01000000000000ALABAMA                                                         3                              01                447889602         1.0000                                                     00
01100100100000AUTAUGA                                                         3AUTAUGA                       0100199001524000    4560402         1.0000                                     113      05     04
01100200200000BALDWIN                                                         3BALDWIN                       0100399003516000   14793202         1.0000                                     131      05     04
01100300300000BARBOUR                                                         3BARBOUR                       0100599005          2882602         0.8892                                     111      II     04
01100400400000BIBB                                                            3BIBB                          0100799007          2183802         0.2808                                     133      05     04
01100500500000BLOUNT                                                          3BLOUNT                        0100999009100000    5296802         1.0000                                     133      05     04
01100700700000BUTLER                                                          3BUTLER                        0101399013          2091102         0.2553                                     133      05     04
01100800800000CALHOUN                                                         3CALHOUN                       0101599015045000   11161602         1.0000                                     133      05     04
01101001000000CHEROKEE                                                        3CHEROKEE                      0101999019          2431502         1.0000                                     133      05     04
01101101100000CHILTON                                                         3CHILTON                       0102199021          4051602         0.3974                                     333      05     04
01101401400000CLAY                                                            3CLAY                          0102799027          1416302         0.1693                                     133      05     04
01101501500000CLEBURNE                                                        3CLEBURNE                      0102999029          1457802         0.5798                                     113      05     04
01101601600000COFFEE                                                          3COFFEE                        0103199031          4387802         1.0000                                     133      05     04
01101801800000CONECUH                                                         3CONECUH                       0103599035          1368702         0.1935                                     133      05     04
01102102100000CRENSHAW                                                        3CRENSHAW                      0104199041          1366302         0.1784                                     133      05     04
01102202200000CULLMAN                                                         3CULLMAN                       0104399043          7797302         1.0000                                     111      II     04
01102302300000DALE                                                            3DALE                          0104599045218000    4918602         1.0000                                     133      05     04
01102402400000DALLAS                                                          3DALLAS                        0104799047          4565302         1.0000                                     133      05     04
01102502500000DE KALB                                                         3DE KALB                       0104999049          6560502         1.0000                                     133      05     04
01102702700000ESCAMBIA                                                        3ESCAMBIA                      0105399053          3834702         1.0000                                     111      II     04
01102802800000ETOWAH                                                          3ETOWAH                        0105599055288000   10310502         1.0000                                     144      05     04
01102902900000FAYETTE                                                         3FAYETTE                       0105799057          1825602         0.2229                                     133      05     04
01103103100000GENEVA                                                          3GENEVA                        0106199061          2534602         0.7422                                     133      05     04
01103303300000HALE                                                            3HALE                          0106599065          1706702         0.7570                                     133      05     04
01103403400000HENRY                                                           3HENRY                         0106799067          1629202         0.2008                                     133      05     04
01103503500000HOUSTON                                                         3HOUSTON                       0106999069218000    8996602         1.0000                                     133      05     04
01103603600000JACKSON                                                         3JACKSON                       0107199071          5403502         1.0000                                     111      II     04
01103703700000JEFFERSON                                                       3JEFFERSON                     0107399073100000   66115302         1.0000                                     133      05     04
01103903900000LAUDERDALE                                                      3LAUDERDALE                    0107799077265000    8711602         1.0000                                     123      05     04
01104004000000LAWRENCE                                                        3LAWRENCE                      0107999079203000    3465502         1.0000                                     111      II     04
01104104100000LEE                                                             3LEE                           0108199081         11812302         1.0000                                     111      05     04
01104204200000LIMESTONE                                                       3LIMESTONE                     0108399083344000    6784202         1.0000                                     133      05     04
01104304300000LOWNDES                                                         3LOWNDES                       0108599085          1350802         0.7422                                     277      05     04
01104404400000MACON                                                           3MACON                         0108799087          2378802         0.2843                                     133      05     04
01104504500000MADISON                                                         3MADISON                       0108999089344000   28590002         1.0000                                     133      05     04
01104604600000MARENGO                                                         3MARENGO                       0109199091          2247502         0.8001                                     111      II     04
01104804800000MARSHALL                                                        3MARSHALL                      0109599095          8354802         1.0000                                     131      05     04
01104904900000MOBILE                                                          3MOBILE                        0109799097516000   40016302         1.0000                                     111      05     04
01105005000000MONROE                                                          3MONROE                        0109999099          2404302         1.0000                                     111      II     04
01105105100000MONTGOMERY                                                      3MONTGOMERY                    0110199101524000   22334602         1.0000                                     133      05     04
01105205200000MORGAN                                                          3MORGAN                        0110399103203000   11172502         1.0000                                     133      05     04
