state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
US,total,16135699,0.27,60741155413,0.26,14350100,0.3,4976786,0.49,55711391699,0.28,5029763714,0.44,308388670,0.48,2006
US,financial administration,392632,0.45,1496598503,0.39,370469,0.43,66855,3.4,1432021349,0.37,64577154,3.42,4021270,2.75,2006
US,other government administration,286303,1.01,1113409027,0.82,248994,1.08,239770,2.46,987540823,0.86,125868204,2.41,6720169,2.64,2006
US,judicial and legal,419969,0.33,1814765817,0.25,400582,0.33,47709,2.56,1748465295,0.24,66300522,2.07,3371704,2.05,2006
US,police protection - officers,685612,0.35,3379735118,0.32,669206,0.34,45367,4.7,3330525203,0.33,49209915,3.81,2797196,4.98,2006
US,police protection - other,233665,0.61,810356110,0.49,208801,0.6,69781,2.62,747897707,0.47,62458403,2.5,4380946,2.43,2006
US,fire protection - firefighters,301550,0.65,1537272353,0.49,285884,0.54,138863,7.43,1500290991,0.46,36981362,6.99,2819757,6.72,2006
US,fire protection - other,26162,1.8,110987705,1.39,23760,1.45,14576,10.58,103966824,1.21,7020881,7.99,451163,8.35,2006
US,corrections,717047,0.16,2623730752,0.13,703340,0.16,26228,1.76,2581356310,0.12,42374442,0.84,2385482,1.32,2006
US,highways,545089,0.47,1988317097,0.47,529035,0.48,38340,3.61,1942198937,0.47,46118160,2.5,2937013,3.19,2006
US,air transportation,45934,1.05,196548576,0.85,44092,1.09,3840,3.57,192092045,0.86,4456531,2.41,323856,3.72,2006
US,water transport and terminals,12118,0.37,58733952,0.28,11777,0.18,1240,8.87,57684497,0.2,1049455,9.48,69156,11.24,2006
US,public welfare,510841,0.32,1717637254,0.29,484801,0.31,52095,1.63,1648698080,0.29,68939174,1.12,4496502,1.3,2006
US,health,432857,0.35,1598814700,0.26,399931,0.34,77464,3.39,1490917489,0.26,107897211,1.18,5736982,1.74,2006
US,hospitals,926773,0.11,3515240871,0.1,819262,0.1,187190,0.54,3118867724,0.1,396373147,0.22,18663027,0.26,2006
US,social insurance administration,83297,0,311771426,0,79147,0,6272,0,299731361,0,12040065,0,720356,0,2006
US,solid waste management,109392,1.13,376309567,0.8,101773,1.12,18083,5.42,360989886,0.79,15319681,5.68,1307790,5.07,2006
US,sewerage,127525,1.02,509333932,0.85,123391,0.96,14573,8.15,496989983,0.82,12343949,8.18,769794,8.18,2006
US,parks and recreation,267126,0.88,795968932,0.77,191998,0.73,204973,2.21,639685105,0.74,156283827,1.58,13086806,1.74,2006
US,housing and community development,114100,0.57,435015454,0.63,108731,0.56,13430,4.43,421055491,0.63,13959963,3.82,930576,4.28,2006
US,natural resources,188308,0.55,687435689,0.42,167822,0.55,42264,2.45,637682527,0.43,49753162,1.37,3454987,1.66,2006
US,water transport and terminals,165915,1.1,653665737,0.98,160564,1.1,18610,6.78,639146566,0.99,14519171,6.62,998119,7.13,2006
US,electric power,77610,0.56,417934291,0.3,76117,0.56,2608,3.15,412989617,0.31,4944674,3.28,247889,3,2006
US,gas supply,12632,0.83,45790032,0.48,12496,0.84,371,0,45310628,0.49,479404,0,24253,0,2006
US,transit,228013,0.24,1035244400,0.18,217925,0.24,16928,1.29,1009376073,0.18,25868327,0.91,1754698,1,2006
US,education - elementary and secondary instructional,4615672,0.54,18255653933,0.58,4231954,0.58,1042424,1.14,17105415031,0.61,1150238902,1.09,65424867,1.33,2006
US,education - elementary and secondary other,2029651,1.05,4930889708,1.2,1686749,1.27,862189,1.37,4125006222,1.43,805883486,1.48,58231967,1.53,2006
US,education - higher education instructional,653433,0,3651398933,0,464015,0,579962,0,2846353886,0,805045047,0,32850067,0,2006
US,education - higher education other,1235386,0,4066103502,0,914725,0,937554,0,3381191258,0,684912244,0,55695891,0,2006
US,education - other,91118,0,353156608,0,85135,0,13173,0,333652242,0,19504366,0,1045166,0,2006
US,libraries,128653,0.86,378066867,0.71,88602,1.01,98038,1.69,292143626,0.79,85923241,1.58,6904996,1.72,2006
US,liquor stores,7493,0,20579457,0,6102,0,2559,0,17972551,0,2606906,0,242763,0,2006
US,other and unallocable,463823,0.64,1854689110,0.53,432920,0.65,93457,3.86,1764176372,0.54,90512738,2.34,5523462,2.21,2006
AL,total,272535,0.69,839073055,0.62,250157,0.75,62328,3.1,784941856,0.67,54131199,1.43,3817365,2.18,2006
AL,financial administration,6686,1.66,21195603,1.33,6498,1.38,284,93.58,20940914,1.32,254689,30.94,25610,33.36,2006
AL,other government administration,2989,7.05,9926795,5.02,2609,7.04,4177,19.08,8506334,5.01,1420461,18.79,70287,24.79,2006
AL,judicial and legal,5070,2.63,18808404,1.49,4910,2.11,715,26.63,18238154,1.32,570250,42.44,28447,66.34,2006
AL,police protection - officers,10480,3.39,36212557,2.77,10204,3.49,632,28.33,35817549,2.77,395008,24.05,38994,23.62,2006
AL,police protection - other,3256,5.84,7953250,3.61,2986,5.7,664,14.99,7503714,3.59,449536,9.21,47804,14.68,2006
AL,fire protection - firefighters,4781,5.49,18495169,4.01,4349,4.48,2336,45.19,17728932,4.54,766237,66.03,81013,67.15,2006
AL,fire protection - other,153,2.21,498974,2.27,145,2.33,10,0,486109,2.33,12865,0,1287,0,2006
AL,corrections,8002,1.68,23859248,0.91,7885,1.68,289,32.67,23648374,0.9,210874,15.91,19964,18.22,2006
AL,highways,11474,1.7,30934397,0.97,11316,1.78,346,24.98,30643865,1.01,290532,20.15,29289,21.28,2006
AL,air transportation,631,12.62,1617898,22.97,520,15.31,170,0,1457772,25.49,160126,0,14283,0,2006
AL,water transport and terminals,509,0,2127138,0,509,0,1,0,2125938,0,1200,0,45,0,2006
