state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
US,total,14748824,0.02,43885723703,0.02,13099391,0.02,4407020,0.04,40465802197,0.02,3419921506,0.04,285998338,0.04,1999
US,financial administration,369716,0.04,1077600148,0.04,347904,0.04,64559,0.27,1029430908,0.04,48169240,0.24,3962738,0.27,1999
US,other government administration,258091,0.09,784200696,0.07,229299,0.1,211235,0.21,698752188,0.08,85448508,0.23,5422459,0.23,1999
US,judicial and legal ,374227,0.03,1260045584,0.02,355791,0.03,43089,0.24,1212734808,0.02,47310776,0.13,3222405,0.24,1999
US,police protection - officers,637628,0.04,2444159081,0.04,623844,0.04,38598,0.37,2416704583,0.04,27454498,0.39,2260475,0.45,1999
US,police - other ,210261,0.06,561770785,0.05,185830,0.06,65340,0.21,520562053,0.05,41208732,0.17,4275334,0.21,1999
US,firefighters ,265415,0.06,1035359344,0.05,252097,0.06,93771,0.61,1014337351,0.05,21021993,0.69,2366633,0.6,1999
US,fire - other ,21669,0.12,67693876,0.09,19936,0.11,10039,1.11,64404450,0.09,3289426,0.59,308223,0.78,1999
US,correction ,671894,0.02,1982448832,0.01,655056,0.02,29253,0.1,1944404323,0.01,38044509,0.06,2930611,0.09,1999
US,streets and highways ,542612,0.04,1561972589,0.04,524596,0.04,40937,0.32,1525829436,0.04,36143153,0.27,3215778,0.36,1999
US,air transportation ,39256,0.07,133045148,0.03,37888,0.07,2887,0.8,130262441,0.03,2782707,0.56,251569,0.57,1999
US,water transport and terminals,12115,0.38,42681439,0.16,11607,0.29,1387,2.83,41711238,0.13,970201,2.77,90464,2.47,1999
US,public welfare ,487464,0.03,1282576079,0.02,458540,0.03,53638,0.17,1225238707,0.02,57337372,0.11,5037594,0.16,1999
US,health ,393212,0.03,1124428024,0.02,357843,0.03,76592,0.26,1041672319,0.02,82755705,0.15,6156688,0.24,1999
US,hospitals,947781,0.06,2662176561,0.06,847951,0.07,171350,0.06,2402677451,0.06,259499110,0.05,17494720,0.06,1999
US,social insurance administration,93063,0,284561170,0,87318,0,8275,0,270860449,0,13700721,0,999625,0,1999
US,solid waste management ,108762,0.09,297811564,0.08,103112,0.09,13462,0.53,289138796,0.08,8672768,0.72,997444,0.59,1999
US,sewerage ,122491,0.08,381139178,0.06,119053,0.08,10750,1.05,374239487,0.06,6899691,0.46,610352,0.57,1999
US,parks and recreation ,236047,0.05,556174998,0.04,174622,0.05,167458,0.13,460012950,0.04,96162048,0.11,10772209,0.11,1999
US,housing and comm dev ,117848,0.1,334657772,0.09,111833,0.1,12706,0.34,323157108,0.09,11500664,0.34,1009830,0.37,1999
