state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
US,total,15760451,0.1,54522019079,0.1,13991050,0.1,4657969,0.28,50190664518,0.1,4331354561,0.29,305682294,0.38,2003
US,financial administration,385717,0.43,1338779504,0.3,363996,0.43,58838,2.15,1283891082,0.31,54888422,1.68,3902317,1.91,2003
US,other government administration,277119,0.55,992342017,0.41,240523,0.55,213251,1.74,879608180,0.42,112733837,1.61,6600325,1.87,2003
US,judicial and legal,407723,0.27,1615879528,0.23,390246,0.27,41768,1.91,1560982044,0.23,54897484,1.38,3064180,1.47,2003
US,police protection - officers,665615,0.21,3056162580,0.19,649596,0.2,38992,2.8,3013062390,0.19,43100190,2.41,2700974,2.96,2003
US,police protection - other,229103,0.54,728064291,0.28,204430,0.56,68526,1.52,675426382,0.29,52637909,1.48,4360447,1.45,2003
US,fire protection - firefighters,286693,0.44,1345626293,0.29,271055,0.3,91705,4.39,1316399915,0.28,29226378,4.95,2790664,5.69,2003
US,fire protection - other,24453,1.49,96433778,1.11,22270,1.27,9273,9.79,90578894,1.03,5854884,10.21,400632,8.55,2003
US,corrections,699963,0.12,2360877618,0.09,685380,0.11,27719,1.15,2321078908,0.09,39798710,0.63,2574523,1.14,2003
US,highways,545617,0.32,1836023692,0.36,529532,0.32,39740,2.8,1795863799,0.36,40159893,1.97,2919256,2.35,2003
US,air transportation,44334,0.19,176519182,0.08,42870,0.19,3117,2.02,173272275,0.08,3246907,2.39,251401,2.47,2003
US,water transport and terminals,11644,0.91,48520768,1.11,11248,0.72,1173,22.92,47535338,1.2,985430,8.53,81890,9.63,2003
US,public welfare,508103,0.14,1597069559,0.14,478089,0.13,54221,0.91,1522866427,0.14,74203132,1.1,5159106,1.56,2003
US,health,430756,0.23,1459958052,0.21,396781,0.18,73764,1.48,1363330998,0.2,96627054,0.77,5901932,1.28,2003
US,hospitals,909920,0.15,3101266968,0.13,806032,0.15,178541,0.35,2765714684,0.12,335552284,0.34,17958363,0.4,2003
US,social insurance administration,89722,0,309145805,0,83303,0,9495,0,291653409,0,17492396,0,1114129,0,2003
US,solid waste management,111786,0.71,364269438,0.71,105479,0.68,13507,6.33,353224206,0.71,11045232,3.88,1108535,4.4,2003
US,sewerage,126099,0.52,465732527,0.42,122531,0.5,11397,5.65,457025033,0.42,8707494,6.26,635500,6.4,2003
US,parks and recreation,261787,0.31,703289425,0.21,187116,0.24,193478,1.1,568546650,0.21,134742775,0.58,13138601,0.86,2003
US,housing and community development,118107,0.89,405303138,0.81,112348,0.9,11988,3.43,393303449,0.83,11999689,4.05,960269,3.66,2003
US,natural resources,186190,0.58,626427171,0.55,166679,0.62,41450,1.4,581698952,0.58,44728219,1,3406895,1.38,2003
US,water transport and terminals,160266,0.53,574936374,0.42,155119,0.53,18815,6.13,562716144,0.43,12220230,4.97,930791,5.77,2003
US,electric power,79085,0.46,381957965,0.39,77246,0.45,3467,4.31,376008020,0.36,5949945,3.84,332518,5.27,2003
US,gas supply,10845,1.71,36751463,1.25,10663,1.73,563,14.91,36250766,1.27,500697,8.91,39208,9.61,2003
US,transit,233434,0.11,973823017,0.05,221921,0.07,18325,1.15,946683025,0.04,27139992,0.93,2020684,1.17,2003
US,education - elementary and secondary instructional,4484166,0.24,16313672980,0.24,4119689,0.24,942359,0.84,15399352587,0.25,914320393,0.9,62132508,1.21,2003
US,education - elementary and secondary other,1963264,0.37,4428670458,0.37,1613641,0.45,804789,0.81,3742597312,0.42,686073146,0.92,59457238,1.08,2003
US,education - higher education instructional,625652,0,3205018752,0,440671,0,549360,0,2500200770,0,704817982,0,32075514,0,2003
US,education - higher education other,1201951,0,3613217571,0,878969,0,934824,0,2979893244,0,633324327,0,56099994,0,2003
US,education - other,93665,0,328357484,0,88085,0,12599,0,311822937,0,16534547,0,970824,0,2003
US,libraries,125094,0.42,336728599,0.46,86918,0.44,96402,1.06,263139609,0.41,73588990,1.2,6586949,1.32,2003
US,liquor stores,7226,0,19148986,0,5736,0,3223,0,16569201,0,2579785,0,257665,0,2003
US,other and unallocable,455352,0.31,1682044096,0.23,422888,0.29,91300,2.18,1600367888,0.23,81676208,1.25,5748462,1.53,2003
AL,total,269674,0.35,758999242,0.3,246080,0.42,57086,1.91,707143206,0.32,51856036,1.04,4072016,1.31,2003
AL,financial administration,6754,1.79,19795787,0.96,6466,1.31,594,20.65,19327161,0.8,468626,18.79,47783,22.31,2003
AL,other government administration,3303,5.14,9910433,3.1,2942,6.34,3139,14.25,8644379,3.44,1266054,6.02,73834,10.74,2003
AL,judicial and legal,5072,1.5,17363698,0.75,4844,1.04,813,24.88,16677844,0.6,685854,10.59,36478,12.14,2003
AL,police protection - officers,9944,1.82,31532535,1.84,9732,1.84,421,21.77,31214350,1.83,318185,22.92,32167,22.13,2003
AL,police protection - other,3335,1.33,7660635,1.12,3020,1.48,694,2.68,7190159,1.2,470476,1.57,57178,1.21,2003
AL,fire protection - firefighters,4916,0.92,16712760,0.59,4704,0.44,598,33.42,16341249,0.55,371511,11.51,40675,13.77,2003
AL,fire protection - other,220,0,630049,0.02,219,0,5,0,624630,0.02,5419,0,402,0,2003
AL,corrections,7685,0.45,22666921,0.23,7543,0.43,235,7.19,22437219,0.23,229702,10.72,25006,6.06,2003
AL,highways,11520,0.81,29037275,0.6,11331,0.8,322,13.89,28806481,0.6,230794,14.45,27895,10.6,2003
AL,air transportation,407,0,1046844,0.01,384,0,43,0,1008178,0.01,38666,0,3998,0,2003
AL,water transport and terminals,403,0,1206795,0,403,0,1,0,1205795,0,1000,0,40,0,2003
AL,public welfare,5222,1.24,13062804,0.53,4893,0.35,458,20.74,12640511,0.25,422293,16.72,55955,16.87,2003
AL,health,9764,0.18,26363539,0.26,9006,0.19,1411,0.31,25167880,0.27,1195659,0.37,135050,0.34,2003
AL,hospitals,33560,0,99881442,0,29370,0,7064,0,87301602,0,12579840,0,734435,0,2003
AL,social insurance administration,1304,0,3870136,0,1286,0,37,0,3845738,0,24398,0,3188,0,2003
AL,solid waste management,3907,1.02,9127222,0.96,3780,1.65,206,21.26,8992721,1.12,134501,20.19,18930,20.61,2003
AL,sewerage,1491,2.32,4195352,2.1,1465,2.36,82,2.92,4087688,1.84,107664,40.62,8453,10.17,2003
AL,parks and recreation,3955,1.42,8709934,0.46,2965,1.7,2088,3.11,7099727,0.83,1610207,2,169881,2.36,2003
AL,housing and community development,2440,2.2,6904209,1.97,2355,2.99,325,35.82,6687968,2.69,216241,36.55,19157,37.04,2003
AL,natural resources,2484,0,7265490,0.39,2300,0,247,0,7041735,0.4,223755,2.25,31175,1.94,2003
AL,water transport and terminals,3622,5.54,10232688,3.23,3562,5.17,380,41.1,10053444,3.26,179244,32.18,16700,39.89,2003
AL,electric power,1288,0.21,4445781,0.02,1255,0.22,56,0,4386031,0.02,59750,0,5820,0,2003
AL,gas supply,969,1.14,2874360,0.54,962,1.15,28,0,2859327,0.54,15033,0,1767,0,2003
AL,transit,205,1.12,355015,0.85,174,1.78,67,27.32,308789,2.24,46226,11.76,5196,10.37,2003
AL,education - elementary and secondary instructional,67549,1.1,195176914,1.35,65073,1.1,7067,8.84,191018005,1.34,4158909,7.51,417001,8.32,2003
AL,education - elementary and secondary other,30186,3.1,47491701,4.23,28192,3.48,4441,10.02,44613294,4.67,2878407,10.82,326968,9.88,2003
AL,education - higher education instructional,11927,0,62739330,0,8852,0,8690,0,51210118,0,11529212,0,530254,0,2003
AL,education - higher education other,25352,0,68266504,0,19160,0,15674,0,57375060,0,10891444,0,1074852,0,2003
AL,education - other,2665,0,8672422,0,2620,0,98,0,8595710,0,76712,0,7829,0,2003
AL,libraries,1161,0.46,2686090,0.53,867,0,646,0.98,2240865,0.27,445225,2.6,50391,4.75,2003
AL,liquor stores,648,0,1548296,0,644,0,6,0,1538889,0,9407,0,762,0,2003
AL,other and unallocable,6416,1.47,17566281,0.72,5711,1.37,1150,7.63,16600659,0.81,965622,5.24,112796,5.96,2003
AK,total,51102,1.68,197563784,0.31,45971,1.45,14580,3.04,184248281,0.29,13315503,2.83,881867,3.34,2003
AK,financial administration,1929,4.42,7765956,2.93,1860,4.24,132,9.04,7582234,2.9,183722,16.71,8733,9.31,2003
AK,other government administration,1384,9.77,5187380,10.78,1126,8.84,851,19.73,4424439,10.58,762941,40.16,32204,31.59,2003
AK,judicial and legal,1312,0,5876257,0.11,1268,0,103,4.55,5704559,0,171698,3.62,7728,3.95,2003
AK,police protection - officers,1280,12.55,6670082,9.23,1240,12.61,50,79.25,6609501,9.26,60581,43.97,5788,43.92,2003
AK,police protection - other,766,23.9,2648036,18.2,737,24.86,159,15.25,2580516,18.7,67520,15.93,5435,10.58,2003
AK,fire protection - firefighters,683,5.38,3483035,4.77,638,5.76,374,1.25,3399927,4.88,83108,4.22,8010,2.4,2003
AK,fire protection - other,85,0.13,440824,0.43,77,2.33,18,9.32,427155,0.88,13669,13.67,1281,12.18,2003
AK,corrections,1833,0.25,7378097,0.47,1808,0.27,44,11.79,7312972,0.38,65125,23.54,4813,16.42,2003
AK,highways,3984,3.81,16741908,3.19,3904,3.76,213,43.29,16581493,3.22,160415,29.37,13969,39.64,2003
AK,air transportation,84,0,268638,0,79,0,10,0,254015,0,14623,0,769,0,2003
AK,water transport and terminals,133,37.25,613516,30.24,132,37.54,6,41.59,610240,30.08,3276,140.36,280,41,2003
AK,public welfare,2000,0.02,6756705,0.45,1861,0.04,256,21.69,6472844,0.01,283861,10.81,25538,9.34,2003
AK,health,1180,3.49,4909209,1.73,1095,3.34,331,15.08,4639956,1.82,269253,3.72,17148,6.11,2003
AK,hospitals,862,0,3715562,0,732,0,317,0,3227876,0,487686,0,22581,0,2003
AK,social insurance administration,445,0,1628809,0,443,0,5,0,1621588,0,7221,0,374,0,2003
AK,solid waste management,373,17.01,1280277,13.3,296,14.47,73,7.7,1211699,14.1,68578,18.81,5286,12.67,2003
AK,sewerage,412,9.01,1689092,9.37,412,9.01,25,95.86,1686320,9.18,2772,1031.3,1917,93.9,2003
AK,parks and recreation,663,1.34,1943627,5,446,6.55,607,2.9,1492444,5.74,451183,2.83,41506,3.06,2003
AK,housing and community development,541,14.58,2220600,8.62,448,2.55,326,54.9,1914016,4.25,306584,84.71,15112,84.48,2003
AK,natural resources,2316,0,9001287,0,2259,0,115,0,8839253,0,162034,0,9834,0,2003
AK,water transport and terminals,270,16.35,1229871,14.9,269,16.41,105,8.92,1158648,15.84,71223,14.18,5406,5.99,2003
