state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
US,total,3705982,15186133459,1421814,1583294498,94731463,4250554,16769427957,2006
US,financial administration,162680,639003153,10966,18567188,1157155,169312,657570341,2006
US,other government administration,48566,198442521,11267,21362008,1026822,54556,219804529,2006
US,judicial and legal,164827,762880721,9848,20949254,972862,170416,783829975,2006
US,police protection - officers,65066,341429573,599,930137,23672,65201,342359710,2006
US,police protection - other,38380,137104859,2332,2784340,164733,39323,139889199,2006
US,corrections,461572,1669994973,10175,22275502,1040253,467496,1692270475,2006
US,highways,232446,902555630,9926,19724288,997841,238185,922279918,2006
US,air transportation,3272,15544960,195,319630,15379,3359,15864590,2006
US,water transport and terminals,4801,22331557,64,112131,6672,4838,22443688,2006
US,public welfare,225849,755004868,10831,19856284,1070751,231971,774861152,2006
US,health,174892,659326115,14162,28215254,1364646,182694,687541369,2006
US,hospitals,364041,1333025006,57361,125892836,5739107,396728,1458917842,2006
US,social insurance administration,79147,299731361,6272,12040065,720356,83297,311771426,2006
US,solid waste management,1805,8891686,125,342656,13831,1886,9234342,2006
US,sewerage,1706,9322989,63,154967,4167,1730,9477956,2006
US,parks and recreation,26918,85700895,12252,14981796,1221082,33913,100682691,2006
US,housing and community development,0,0,0,0,0,0,0,2006
US,natural resources,130380,500501980,31101,40826991,2826220,146593,541328971,2006
US,water transport and terminals,674,3402628,37,83196,3586,694,3485824,2006
US,electric power,4003,24513438,52,154212,4646,4030,24667650,2006
US,gas supply,0,0,0,0,0,0,0,2006
US,transit,31423,165015201,1866,2507643,164350,32357,167522844,2006
US,education - elementary and secondary instructional,32898,165492967,8422,8827383,457125,35644,174320350,2006
US,education - elementary and secondary other,11083,32137546,6863,4767147,362634,13296,36904693,2006
US,education - higher education instructional,373938,2351240660,391042,578168933,25107933,518385,2929409593,2006
US,education - higher education other,775965,2878865837,794093,588209483,47613957,1049821,3467075320,2006
US,education - other,85135,333652242,13173,19504366,1045166,91118,353156608,2006
US,libraries,482,1533462,240,151870,16004,573,1685332,2006
US,liquor stores,6102,17972551,2559,2606906,242763,7493,20579457,2006
US,other and unallocable,197931,871514080,15928,28978032,1347750,205645,900492112,2006
AL,total,75538,278089244,27839,26078244,1681220,85223,304167488,2006
AL,financial administration,2590,9234485,68,47441,5278,2620,9281926,2006
AL,other government administration,546,2182012,88,112407,6264,582,2294419,2006
AL,judicial and legal,3334,13450629,95,177092,3750,3356,13627721,2006
AL,police protection - officers,755,3573199,0,0,0,755,3573199,2006
AL,police protection - other,677,1932632,0,0,0,677,1932632,2006
AL,corrections,4847,15292782,11,16996,1237,4854,15309778,2006
AL,highways,4400,12614322,99,62822,7920,4445,12677144,2006
AL,air transportation,0,0,0,0,0,0,0,2006
AL,water transport and terminals,509,2125938,1,1200,45,509,2127138,2006
AL,public welfare,4316,12087974,23,35204,1956,4327,12123178,2006
AL,health,5075,16362426,436,479745,55266,5389,16842171,2006
AL,hospitals,10483,35663376,1684,3761481,144522,11304,39424857,2006
AL,social insurance administration,989,3373618,64,67562,7776,1033,3441180,2006
AL,solid waste management,0,0,0,0,0,0,0,2006
AL,sewerage,0,0,0,0,0,0,0,2006
AL,parks and recreation,469,1207580,156,110734,15928,560,1318314,2006
AL,housing and community development,0,0,0,0,0,0,0,2006
AL,natural resources,2065,7276763,225,231405,21995,2189,7508168,2006
AL,water transport and terminals,0,0,0,0,0,0,0,2006
AL,electric power,0,0,0,0,0,0,0,2006
AL,gas supply,0,0,0,0,0,0,0,2006
AL,transit,0,0,0,0,0,0,0,2006
AL,education - elementary and secondary instructional,0,0,0,0,0,0,0,2006
AL,education - elementary and secondary other,0,0,0,0,0,0,0,2006
AL,education - higher education instructional,8997,56241731,8342,8602088,397405,11308,64843819,2006
AL,education - higher education other,19680,66499653,15962,11787559,955639,25192,78287212,2006
AL,education - other,3109,10374322,154,135420,7287,3151,10509742,2006
AL,libraries,0,0,0,0,0,0,0,2006
AL,liquor stores,702,1609820,6,9800,628,706,1619620,2006
AL,other and unallocable,1995,6985982,425,439288,48324,2266,7425270,2006
AK,total,23150,101803414,5422,5731028,346534,25151,107534442,2006
AK,financial administration,967,4384871,46,61516,3236,986,4446387,2006
AK,other government administration,746,3137883,38,49928,2533,761,3187811,2006
AK,judicial and legal,1269,5948683,75,127261,5507,1301,6075944,2006
AK,police protection - officers,278,1686230,0,0,0,278,1686230,2006
AK,police protection - other,156,543065,65,23735,1712,166,566800,2006
AK,corrections,1709,7538399,37,57089,4329,1733,7595488,2006
AK,highways,3055,14351160,25,29132,2022,3066,14380292,2006
AK,air transportation,0,0,0,0,0,0,0,2006
AK,water transport and terminals,0,0,0,0,0,0,0,2006
AK,public welfare,1678,6123823,143,190174,18490,1783,6313997,2006
AK,health,617,2759086,28,52281,2555,631,2811367,2006
AK,hospitals,209,849331,16,25066,2003,220,874397,2006
AK,social insurance administration,470,1727292,7,6897,448,473,1734189,2006
AK,solid waste management,0,0,0,0,0,0,0,2006
AK,sewerage,0,0,0,0,0,0,0,2006
AK,parks and recreation,71,281101,2,2876,148,72,283977,2006
AK,housing and community development,0,0,0,0,0,0,0,2006
AK,natural resources,2272,9621567,122,201192,10005,2330,9822759,2006
AK,water transport and terminals,0,0,0,0,0,0,0,2006
AK,electric power,0,0,0,0,0,0,0,2006
AK,gas supply,0,0,0,0,0,0,0,2006
AK,transit,0,0,0,0,0,0,0,2006
AK,education - elementary and secondary instructional,1919,8221420,483,387043,29977,2104,8608463,2006
AK,education - elementary and secondary other,905,2324459,596,446358,34518,1116,2770817,2006
AK,education - higher education instructional,923,6582145,1070,1240241,32989,1110,7822386,2006
AK,education - higher education other,2729,11131403,2578,2737861,191099,3815,13869264,2006
AK,education - other,241,1006854,21,14435,1098,247,1021289,2006
AK,libraries,0,0,0,0,0,0,0,2006
AK,liquor stores,0,0,0,0,0,0,0,2006
AK,other and unallocable,2936,13584642,70,77943,3865,2959,13662585,2006
AZ,total,57114,216336266,26072,24403166,1714162,66858,240739432,2006
AZ,financial administration,3700,12231900,39,107678,4072,3723,12339578,2006
AZ,other government administration,660,2616584,159,276750,11955,729,2893334,2006
AZ,judicial and legal,2229,8953689,118,231304,11196,2292,9184993,2006
AZ,police protection - officers,1174,5688122,0,0,0,1174,5688122,2006
AZ,police protection - other,825,3379577,38,54405,2336,839,3433982,2006
AZ,corrections,9671,29178114,72,184665,6781,9710,29362779,2006
AZ,highways,2875,9744529,0,0,0,2875,9744529,2006
AZ,air transportation,0,0,0,0,0,0,0,2006
AZ,water transport and terminals,0,0,0,0,0,0,0,2006
AZ,public welfare,5794,16613028,92,177224,8139,5840,16790252,2006
AZ,health,2434,8396534,100,123132,5966,2468,8519666,2006
AZ,hospitals,660,2444314,70,75360,3372,679,2519674,2006
AZ,social insurance administration,402,1036252,70,90271,7408,444,1126523,2006
AZ,solid waste management,0,0,0,0,0,0,0,2006
AZ,sewerage,0,0,0,0,0,0,0,2006
AZ,parks and recreation,347,1168737,151,68235,8236,394,1236972,2006
AZ,housing and community development,0,0,0,0,0,0,0,2006
AZ,natural resources,2573,11064824,757,838624,60995,2921,11903448,2006
AZ,water transport and terminals,0,0,0,0,0,0,0,2006
AZ,electric power,9,51960,0,0,0,9,51960,2006
AZ,gas supply,0,0,0,0,0,0,0,2006
AZ,transit,0,0,0,0,0,0,0,2006
AZ,education - elementary and secondary instructional,0,0,0,0,0,0,0,2006
AZ,education - elementary and secondary other,0,0,0,0,0,0,0,2006
AZ,education - higher education instructional,5477,34472980,7865,10360386,574557,8742,44833366,2006
AZ,education - higher education other,12181,48991965,15978,11061066,966229,17671,60053031,2006
AZ,education - other,2951,9329790,382,512423,29964,3122,9842213,2006
AZ,libraries,0,0,0,0,0,0,0,2006
AZ,liquor stores,0,0,0,0,0,0,0,2006
AZ,other and unallocable,3152,10973367,181,241643,12956,3226,11215010,2006
AR,total,53335,167339672,14794,10431787,844331,58147,177771459,2006
AR,financial administration,1890,5655760,31,51364,4583,1917,5707124,2006
AR,other government administration,677,2565390,5,8440,536,682,2573830,2006
AR,judicial and legal,1281,3743482,74,209371,7173,1322,3952853,2006
AR,police protection - officers,569,2117972,4,7350,642,573,2125322,2006
AR,police protection - other,605,1608653,0,0,0,605,1608653,2006
AR,corrections,4945,12340329,1,2032,142,4946,12342361,2006
AR,highways,3766,11963277,28,36560,855,3771,11999837,2006
AR,air transportation,0,0,0,0,0,0,0,2006
AR,water transport and terminals,0,0,0,0,0,0,0,2006
AR,public welfare,3668,10038403,54,39269,2059,3680,10077672,2006
AR,health,4735,14076640,141,281202,17409,4835,14357842,2006
AR,hospitals,4990,12114411,129,282399,10492,5050,12396810,2006
AR,social insurance administration,966,3005651,218,270029,26270,1115,3275680,2006
AR,solid waste management,0,0,0,0,0,0,0,2006
AR,sewerage,0,0,0,0,0,0,0,2006
AR,parks and recreation,691,1575558,287,146716,22875,821,1722274,2006
AR,housing and community development,0,0,0,0,0,0,0,2006
AR,natural resources,1798,5223704,538,440259,42792,2041,5663963,2006
AR,water transport and terminals,0,0,0,0,0,0,0,2006
AR,electric power,0,0,0,0,0,0,0,2006
AR,gas supply,0,0,0,0,0,0,0,2006
AR,transit,0,0,0,0,0,0,0,2006
AR,education - elementary and secondary instructional,0,0,0,0,0,0,0,2006
AR,education - elementary and secondary other,0,0,0,0,0,0,0,2006
AR,education - higher education instructional,6458,35446859,5230,5009849,299714,8161,40456708,2006
AR,education - higher education other,12394,33272216,7852,3265274,383077,14575,36537490,2006
AR,education - other,1491,4726561,47,68892,3575,1512,4795453,2006
AR,libraries,0,0,0,0,0,0,0,2006
AR,liquor stores,0,0,0,0,0,0,0,2006
AR,other and unallocable,2411,7864806,155,312781,22137,2541,8177587,2006
CA,total,331477,1822203766,143183,228882825,10933429,393609,2051086591,2006
CA,financial administration,19457,83251748,3498,5604902,362235,21517,88856650,2006
CA,other government administration,3805,19419942,362,945545,31427,3988,20365487,2006
CA,judicial and legal,4244,23735317,452,1032599,32981,4432,24767916,2006
CA,police protection - officers,7387,46488647,456,663561,13575,7464,47152208,2006
CA,police protection - other,4929,18799273,791,819813,36340,5136,19619086,2006
CA,corrections,49055,277428843,1993,6537081,252601,50491,283965924,2006
CA,highways,19469,123872089,1158,5183000,145767,20297,129055089,2006
CA,air transportation,0,0,0,0,0,0,0,2006
CA,water transport and terminals,0,0,0,0,0,0,0,2006
CA,public welfare,3447,14893841,228,564356,22626,3574,15458197,2006
CA,health,10670,59342730,1455,4733334,184466,11717,64076064,2006
CA,hospitals,34459,181194121,8210,22671363,839623,39229,203865484,2006
CA,social insurance administration,18337,75780071,1603,3444993,171191,19310,79225064,2006
CA,solid waste management,355,1865171,62,203114,6995,395,2068285,2006
CA,sewerage,0,0,0,0,0,0,0,2006
CA,parks and recreation,2383,10504446,1563,2289819,158083,3282,12794265,2006
CA,housing and community development,0,0,0,0,0,0,0,2006
CA,natural resources,11599,58738299,2577,4397226,321498,13427,63135525,2006
CA,water transport and terminals,0,0,0,0,0,0,0,2006
CA,electric power,0,0,0,0,0,0,0,2006
CA,gas supply,0,0,0,0,0,0,0,2006
CA,transit,0,0,0,0,0,0,0,2006
CA,education - elementary and secondary instructional,0,0,0,0,0,0,0,2006
CA,education - elementary and secondary other,0,0,0,0,0,0,0,2006
CA,education - higher education instructional,21464,165547542,30980,54721560,2127267,33551,220269102,2006
CA,education - higher education other,81336,420287322,83160,101937634,5791455,114242,522224956,2006
CA,education - other,3988,18042581,546,1015657,48687,4266,19058238,2006
CA,libraries,0,0,0,0,0,0,0,2006
CA,liquor stores,0,0,0,0,0,0,0,2006
CA,other and unallocable,35093,223011783,4089,12117268,386612,37291,235129051,2006
CO,total,50414,236612960,35308,54287454,2998528,67451,290900414,2006
CO,financial administration,2009,9074544,136,219496,10124,2066,9294040,2006
CO,other government administration,411,1587634,156,406287,24238,549,1993921,2006
CO,judicial and legal,3182,14686318,818,1939242,86470,3673,16625560,2006
CO,police protection - officers,761,4578738,0,0,0,761,4578738,2006
CO,police protection - other,399,1749567,19,41870,1748,409,1791437,2006
CO,corrections,6521,25945114,67,185333,8463,6569,26130447,2006
CO,highways,3038,12822293,174,374385,17999,3140,13196678,2006
CO,air transportation,0,0,0,0,0,0,0,2006
CO,water transport and terminals,0,0,0,0,0,0,0,2006
CO,public welfare,1724,7474119,554,1007795,50513,2011,8481914,2006
CO,health,1100,5678148,158,432100,16369,1193,6110248,2006
CO,hospitals,3072,11724093,853,1637782,85089,3556,13361875,2006
CO,social insurance administration,888,3944132,97,163807,13638,965,4107939,2006
CO,solid waste management,0,0,0,0,0,0,0,2006
CO,sewerage,0,0,0,0,0,0,0,2006
CO,parks and recreation,266,1092017,64,86312,4979,294,1178329,2006
CO,housing and community development,0,0,0,0,0,0,0,2006
CO,natural resources,1311,6322602,311,427219,16931,1408,6749821,2006
CO,water transport and terminals,0,0,0,0,0,0,0,2006
CO,electric power,0,0,0,0,0,0,0,2006
CO,gas supply,0,0,0,0,0,0,0,2006
CO,transit,0,0,0,0,0,0,0,2006
CO,education - elementary and secondary instructional,0,0,0,0,0,0,0,2006
CO,education - elementary and secondary other,0,0,0,0,0,0,0,2006
CO,education - higher education instructional,9963,63874991,9342,15751748,781886,14406,79626739,2006
CO,education - higher education other,13446,55656484,21690,29962021,1800621,23677,85618505,2006
CO,education - other,859,3699625,782,1443617,69851,1255,5143242,2006
CO,libraries,0,0,0,0,0,0,0,2006
CO,liquor stores,0,0,0,0,0,0,0,2006
CO,other and unallocable,1464,6702541,87,208440,9609,1519,6910981,2006
CT,total,53918,272986913,20968,32541227,1366711,61971,305528140,2006
CT,financial administration,2185,10153353,97,239888,9445,2239,10393241,2006
CT,other government administration,1173,5480802,245,826931,31745,1353,6307733,2006
CT,judicial and legal,4665,20543730,281,400338,7986,4711,20944068,2006
CT,police protection - officers,1474,7888031,1,2462,137,1475,7890493,2006
CT,police protection - other,566,2534740,50,98962,4816,594,2633702,2006
CT,corrections,7705,36553585,148,443893,14180,7786,36997478,2006
CT,highways,3004,14184544,3,11159,525,3007,14195703,2006
CT,air transportation,159,956612,0,0,0,159,956612,2006
CT,water transport and terminals,0,0,0,0,0,0,0,2006
CT,public welfare,5070,26130118,472,1399056,52348,5368,27529174,2006
CT,health,1841,8515409,91,262331,10151,1899,8777740,2006
CT,hospitals,8437,43298564,2825,9233783,345465,10400,52532347,2006
CT,social insurance administration,718,3581907,27,32345,1009,724,3614252,2006
CT,solid waste management,56,325465,7,24983,954,62,350448,2006
CT,sewerage,0,0,0,0,0,0,0,2006
CT,parks and recreation,173,841214,2,2655,146,174,843869,2006
CT,housing and community development,0,0,0,0,0,0,0,2006
CT,natural resources,770,3672561,83,185884,6977,810,3858445,2006
CT,water transport and terminals,0,0,0,0,0,0,0,2006
CT,electric power,0,0,0,0,0,0,0,2006
CT,gas supply,0,0,0,0,0,0,0,2006
CT,transit,0,0,0,0,0,0,0,2006
CT,education - elementary and secondary instructional,0,0,0,0,0,0,0,2006
CT,education - elementary and secondary other,0,0,0,0,0,0,0,2006
CT,education - higher education instructional,3951,28338716,7769,12413384,436795,6563,40752100,2006
CT,education - higher education other,7275,35906962,7536,5079796,350490,9418,40986758,2006
CT,education - other,2397,12565503,1049,1448155,72166,2808,14013658,2006
CT,libraries,0,0,0,0,0,0,0,2006
CT,liquor stores,0,0,0,0,0,0,0,2006
CT,other and unallocable,2299,11515097,282,435222,21376,2421,11950319,2006
DE,total,22279,87913703,8503,10861356,554398,25614,98775059,2006
DE,financial administration,772,2454361,20,22877,1065,778,2477238,2006
DE,other government administration,216,922344,154,111068,6429,254,1033412,2006
DE,judicial and legal,1629,6976952,49,98816,4798,1658,7075768,2006
DE,police protection - officers,669,4294128,0,0,0,669,4294128,2006
DE,police protection - other,291,1049267,15,16986,1131,298,1066253,2006
DE,corrections,2778,10644175,68,96927,7005,2821,10741102,2006
DE,highways,1857,5660689,5,11528,542,1860,5672217,2006
DE,air transportation,0,0,0,0,0,0,0,2006
DE,water transport and terminals,251,964055,0,0,0,251,964055,2006
DE,public welfare,1567,5117944,104,172437,10720,1631,5290381,2006
DE,health,2040,7247232,164,290170,16414,2138,7537402,2006
DE,hospitals,1774,5613001,108,137255,10068,1835,5750256,2006
DE,social insurance administration,301,988121,23,41267,2270,314,1029388,2006
DE,solid waste management,129,439581,18,23889,1946,141,463470,2006
DE,sewerage,0,0,0,0,0,0,0,2006
DE,parks and recreation,222,670751,116,103576,9297,278,774327,2006
DE,housing and community development,0,0,0,0,0,0,0,2006
DE,natural resources,467,1705254,148,140035,10152,527,1845289,2006
DE,water transport and terminals,0,0,0,0,0,0,0,2006
DE,electric power,0,0,0,0,0,0,0,2006
DE,gas supply,0,0,0,0,0,0,0,2006
DE,transit,615,2806520,32,42194,2956,632,2848714,2006
DE,education - elementary and secondary instructional,0,0,0,0,0,0,0,2006
DE,education - elementary and secondary other,0,0,0,0,0,0,0,2006
DE,education - higher education instructional,1446,9591898,3725,5671649,239086,2886,15263547,2006
DE,education - higher education other,3456,13209873,3472,3645800,217230,4765,16855673,2006
DE,education - other,333,1737121,30,49281,2145,346,1786402,2006
DE,libraries,0,0,0,0,0,0,0,2006
DE,liquor stores,0,0,0,0,0,0,0,2006
DE,other and unallocable,1466,5820436,252,185601,11144,1532,6006037,2006
FL,total,173112,609256894,42383,47748653,3186293,191215,657005547,2006
FL,financial administration,7054,25461173,228,238259,21231,7174,25699432,2006
FL,other government administration,2092,8015571,47,67966,3791,2114,8083537,2006
FL,judicial and legal,19744,76326644,643,1075283,61418,20093,77401927,2006
FL,police protection - officers,2086,7728456,6,3262,416,2088,7731718,2006
FL,police protection - other,2364,8391725,21,22160,1597,2373,8413885,2006
FL,corrections,28777,84614857,26,41430,2389,28790,84656287,2006
FL,highways,7453,28721339,21,33501,1605,7462,28754840,2006
FL,air transportation,0,0,0,0,0,0,0,2006
FL,water transport and terminals,0,0,0,0,0,0,0,2006
