state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
US,total,3514236,11372804640,1303548,1191887547,90877575,4034047,12564692187,1999
US,financial administration,154564,476109860,14215,17958996,1519971,163268,494068856,1999
US,other government administration,46496,152553022,13119,20229873,1235114,53602,172782895,1999
US,judicial and legal,139095,519879171,9368,15252015,950392,144550,535131186,1999
US,police arrest,58917,235073047,486,722055,42051,59157,235795102,1999
US,police other,37935,112550112,2348,2394152,198990,39082,114944264,1999
US,corrections,442481,1303139559,14272,22788928,1620386,451694,1325928487,1999
US,streets and highways,239388,733982621,11631,16004128,1196628,246187,749986749,1999
US,air transportation,2860,10877524,183,256271,13882,2939,11133795,1999
US,water transportation,4558,15490467,110,142887,9731,4612,15633354,1999
US,public welfare,218781,595513341,10136,15600542,1149036,225352,611113883,1999
US,health,161440,486796955,13823,21234942,1367895,169213,508031897,1999
US,hospitals,383144,1078375393,52200,84371880,5561717,414850,1162747273,1999
US,social insurance administration,87318,270860449,8275,13700721,999625,93063,284561170,1999
US,solid waste management,1672,6669095,111,248175,12923,1745,6917270,1999
US,sewage disposal,1441,5713333,48,141591,5846,1474,5854924,1999
US,parks and recreation,26426,69192629,11368,10087025,993948,32085,79279654,1999
US,housing and community development,0,0,0,0,0,0,0,1999
US,natural resources,128700,399405496,35123,34524818,3203068,146892,433930314,1999
US,water transport and terminals,821,3090551,39,73075,4033,844,3163626,1999
US,electric power,5321,29084033,185,334429,25953,5468,29418462,1999
US,gas supply,0,0,0,0,0,0,0,1999
US,transit,27029,116800529,1626,1654073,140797,27826,118454602,1999
US,elem and sec instruction,30693,111332671,7939,5733920,352471,32900,117066591,1999
US,elem and sec admin/cler,3772,10276992,157,126004,8946,3827,10402996,1999
US,elem and sec oper/maint,3636,8221668,2362,1146806,113614,4326,9368474,1999
US,elem and sec cafeteria,1968,3583771,816,392505,42870,2257,3976276,1999
US,elem and sec bus transit,47,96693,70,56881,6643,92,153574,1999
US,elem and sec health/rec,262,1106715,285,510667,24093,407,1617382,1999
US,elem and sec student,0,0,632,99530,17020,105,99530,1999
US,elem and sec unalloc,488,762096,1906,688940,73141,947,1451036,1999
US,higher ed - instructional,342006,1727881576,327357,423116786,22702259,472050,2150998362,1999
US,education - higher education other,674615,1922622952,720810,438009033,44113177,926756,2360631985,1999
US,education - other,90732,283578243,18787,17688766,1212734,97693,301267009,1999
US,libraries,489,1124792,236,123472,9498,546,1248264,1999
US,liquor stores,5630,13851103,2862,2019945,224953,6918,15871048,1999
US,other and unallocable,191511,667208181,20663,24453716,1724170,201320,691661897,1999
AL,total,71626,197247349,24215,16856626,1632511,81001,214103975,1999
AL,financial administration,3426,9623327,158,109950,19750,3538,9733277,1999
AL,other government administration,434,1477947,116,188011,10972,496,1665958,1999
AL,judicial and legal,2935,9453701,158,177510,18870,3042,9631211,1999
AL,police arrest,766,2380584,0,0,0,766,2380584,1999
AL,police other,616,1458057,37,18735,2306,629,1476792,1999
AL,corrections,4431,11517642,21,18757,2143,4443,11536399,1999
AL,streets and highways,3442,8677662,56,44499,4959,3470,8722161,1999
AL,air transportation,0,0,0,0,0,0,0,1999
AL,water transportation,447,1218842,1,1500,20,447,1220342,1999
AL,public welfare,3774,9981840,36,49323,3666,3794,10031163,1999
AL,health,4965,12832776,526,481165,65715,5337,13313941,1999
AL,hospitals,10690,23330676,1233,1745985,101768,11265,25076661,1999
AL,social insurance administration,1375,3414136,40,22142,3314,1394,3436278,1999
AL,solid waste management,0,0,0,0,0,0,0,1999
AL,sewage disposal,0,0,0,0,0,0,0,1999
AL,parks and recreation,403,855571,404,339191,28715,565,1194762,1999
AL,housing and community development,0,0,0,0,0,0,0,1999
AL,natural resources,2146,6427496,440,288146,36471,2354,6715642,1999
AL,water transport and terminals,0,0,0,0,0,0,0,1999
AL,electric power,0,0,0,0,0,0,0,1999
AL,gas supply,0,0,0,0,0,0,0,1999
AL,transit,0,0,0,0,0,0,0,1999
AL,elem and sec instruction,0,0,0,0,0,0,0,1999
AL,elem and sec admin/cler,0,0,0,0,0,0,0,1999
AL,elem and sec oper/maint,0,0,0,0,0,0,0,1999
AL,elem and sec cafeteria,0,0,0,0,0,0,0,1999
AL,elem and sec bus transit,0,0,0,0,0,0,0,1999
AL,elem and sec health/rec,0,0,0,0,0,0,0,1999
AL,elem and sec student,0,0,0,0,0,0,0,1999
AL,elem and sec unalloc,0,0,0,0,0,0,0,1999
AL,higher ed - instructional,9581,40939633,6502,5870120,376539,11759,46809753,1999
AL,education - higher education other,16323,37013664,13188,6575540,868074,21325,43589204,1999
AL,education - other,3244,9689651,690,429885,29311,3411,10119536,1999
AL,libraries,0,0,0,0,0,0,0,1999
AL,liquor stores,633,1252258,7,6567,846,638,1258825,1999
AL,other and unallocable,1995,5701886,602,489600,59072,2328,6191486,1999
AK,total,20861,80029142,5150,4595354,308984,22647,84624496,1999
AK,financial administration,965,3730520,28,38959,2153,978,3769479,1999
AK,other government administration,516,1855350,60,66107,4462,543,1921457,1999
AK,judicial and legal,1170,4901340,76,113808,5437,1203,5015148,1999
AK,police arrest,248,1415977,0,0,0,248,1415977,1999
AK,police other,172,517032,80,22743,1927,184,539775,1999
AK,corrections,1279,5072600,2,3168,172,1280,5075768,1999
AK,streets and highways,2728,11108295,28,31805,2785,2745,11140100,1999
AK,air transportation,0,0,0,0,0,0,0,1999
AK,water transportation,0,0,0,0,0,0,0,1999
AK,public welfare,1878,6181611,158,181306,18796,1991,6362917,1999
AK,health,628,2376629,41,57573,3058,646,2434202,1999
AK,hospitals,226,805746,10,15852,1071,232,821598,1999
AK,social insurance administration,373,1289040,5,8295,444,376,1297335,1999
AK,solid waste management,0,0,0,0,0,0,0,1999
AK,sewage disposal,0,0,0,0,0,0,0,1999
AK,parks and recreation,77,273757,0,0,0,77,273757,1999
AK,housing and community development,0,0,0,0,0,0,0,1999
AK,natural resources,1959,7604059,94,111334,8109,2006,7715393,1999
AK,water transport and terminals,0,0,0,0,0,0,0,1999
AK,electric power,0,0,0,0,0,0,0,1999
AK,gas supply,0,0,0,0,0,0,0,1999
AK,transit,0,0,0,0,0,0,0,1999
AK,elem and sec instruction,1805,7072034,527,446895,31646,1995,7518929,1999
AK,elem and sec admin/cler,284,963777,71,73210,4579,312,1036987,1999
AK,elem and sec oper/maint,247,701853,164,174750,11485,316,876603,1999
AK,elem and sec cafeteria,85,167877,121,119580,8103,135,287457,1999
AK,elem and sec bus transit,1,2655,16,11064,1099,8,13719,1999
AK,elem and sec health/rec,22,34607,2,827,67,22,35434,1999
AK,elem and sec student,0,0,34,4683,668,3,4683,1999
AK,elem and sec unalloc,314,551010,91,48731,4035,340,599741,1999
AK,higher ed - instructional,901,4968112,1442,1446690,46441,1163,6414802,1999
AK,education - higher education other,2172,7293199,1993,1513572,145579,2994,8806771,1999
AK,education - other,472,1697735,55,41528,2982,490,1739263,1999
AK,libraries,0,0,0,0,0,0,0,1999
AK,liquor stores,0,0,0,0,0,0,0,1999
AK,other and unallocable,2339,9444327,52,62874,3886,2360,9507201,1999
AZ,total,54185,161367673,23187,18643803,1529275,62823,180011476,1999
AZ,financial administration,3453,8973916,26,37633,2026,3465,9011549,1999
AZ,other government administration,547,1499826,116,169096,7795,591,1668922,1999
AZ,judicial and legal,1253,5070322,110,195569,10344,1312,5265891,1999
AZ,police arrest,990,3922517,0,0,0,990,3922517,1999
AZ,police other,810,2540348,12,5400,299,812,2545748,1999
AZ,corrections,8799,23474299,94,170119,9883,8855,23644418,1999
AZ,streets and highways,3034,8570897,0,0,0,3034,8570897,1999
AZ,air transportation,0,0,0,0,0,0,0,1999
AZ,water transportation,0,0,0,0,0,0,0,1999
AZ,public welfare,5827,13374335,154,123348,11416,5892,13497683,1999
AZ,health,2121,5325777,37,51374,3994,2143,5377151,1999
AZ,hospitals,648,1457647,38,52594,3436,667,1510241,1999
AZ,social insurance administration,1875,4351635,186,196293,16357,1967,4547928,1999
AZ,solid waste management,0,0,0,0,0,0,0,1999
AZ,sewage disposal,0,0,0,0,0,0,0,1999
AZ,parks and recreation,311,715317,160,121396,9943,367,836713,1999
AZ,housing and community development,0,0,0,0,0,0,0,1999
AZ,natural resources,2090,6013070,732,615822,58037,2418,6628892,1999
AZ,water transport and terminals,0,0,0,0,0,0,0,1999
AZ,electric power,8,28000,5,480,75,8,28480,1999
AZ,gas supply,0,0,0,0,0,0,0,1999
AZ,transit,0,0,0,0,0,0,0,1999
AZ,elem and sec instruction,0,0,0,0,0,0,0,1999
AZ,elem and sec admin/cler,0,0,0,0,0,0,0,1999
AZ,elem and sec oper/maint,0,0,0,0,0,0,0,1999
AZ,elem and sec cafeteria,0,0,0,0,0,0,0,1999
AZ,elem and sec bus transit,0,0,0,0,0,0,0,1999
AZ,elem and sec health/rec,0,0,0,0,0,0,0,1999
AZ,elem and sec student,0,0,0,0,0,0,0,1999
AZ,elem and sec unalloc,0,0,0,0,0,0,0,1999
AZ,higher ed - instructional,4913,26397176,5928,7306190,448935,7449,33703366,1999
AZ,education - higher education other,11281,33570042,15069,8855189,898377,16356,42425231,1999
AZ,education - other,2640,6365267,403,621266,39262,2861,6986533,1999
AZ,libraries,0,0,0,0,0,0,0,1999
AZ,liquor stores,0,0,0,0,0,0,0,1999
AZ,other and unallocable,3585,9717282,117,122034,9096,3636,9839316,1999
AR,total,46229,122465367,13725,10196210,927547,51477,132661577,1999
AR,financial administration,1765,4213046,124,109735,14686,1847,4322781,1999
