state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
US,total,3467022,10291267990,1265586,1121820162,90690179,3986680,11413088152,1997
US,financial administration,159075,448528384,13175,15155724,1357527,166925,463684108,1997
US,other government administration,47901,140361418,12301,16524508,1156647,54570,156885926,1997
US,judicial and legal,129887,453410151,8787,13506621,884903,134980,466916772,1997
US,police arrest,55864,201828953,547,683439,27783,56023,202512392,1997
US,police other,35248,102185903,2286,1969086,169783,36223,104154989,1997
US,corrections,427934,1163739035,30254,19465898,1354791,435655,1183204933,1997
US,streets and highways,242441,665499090,9230,11786743,921849,247717,677285833,1997
US,air transportation,2772,8809989,57,123787,6892,2812,8933776,1997
US,water transportation,4812,14181479,142,196213,13457,4888,14377692,1997
US,public welfare,214058,545499741,10494,15230544,1186014,220862,560730285,1997
US,health,153962,439146582,15667,21427411,1520977,162605,460573993,1997
US,hospitals,430520,1132043098,64353,107416359,6686762,468654,1239459457,1997
US,social insurance administration,87132,245121591,9098,13832373,976860,92777,258953964,1997
US,solid waste management,1420,5378723,60,126908,6835,1459,5505631,1997
US,sewage disposal,1381,3960122,14,26939,1559,1389,3987061,1997
US,parks and recreation,26697,63852893,12890,11207851,1326824,34305,75060744,1997
US,housing and community development,0,0,0,0,0,0,0,1997
US,natural resources,132804,377417638,32628,32038831,3019692,150053,409456469,1997
US,water transport and terminals,924,2569993,8,13805,925,930,2583798,1997
US,electric power,5646,27277018,147,227584,15438,5732,27504602,1997
US,gas supply,0,0,0,0,0,0,0,1997
US,transit,18434,78709315,665,704143,65255,18803,79413458,1997
US,elem and sec instruction,26890,89205222,7531,4467988,284259,28616,93673210,1997
US,elem and sec admin/cler,3212,7734630,197,187079,15258,3305,7921709,1997
US,elem and sec oper/maint,2454,5166734,2271,928634,90275,3001,6095368,1997
US,elem and sec cafeteria,2609,4310432,426,223470,26292,2786,4533902,1997
US,elem and sec bus transit,179,337520,58,54654,7126,225,392174,1997
US,elem and sec health/rec,196,645976,211,379515,29875,376,1025491,1997
US,elem and sec student,0,0,514,78513,11758,72,78513,1997
US,elem and sec unalloc,2228,4663738,1471,243120,14296,2315,4906858,1997
US,instructional staff,327547,1561993321,306720,387415828,22118801,454449,1949409149,1997
US,auxiliary enterprises,641311,1630433215,689041,414143488,44797625,897798,2044576703,1997
US,education - other,85565,246668521,13741,12690437,973483,91169,259358958,1997
US,libraries,541,1235119,227,111680,12460,616,1346799,1997
US,liquor stores,5793,14067068,3570,2020393,239865,7167,16087461,1997
US,other and unallocable,189585,605285378,16805,17210596,1368033,197423,622495974,1997
AL,total,72581,184228791,22909,14634631,1465598,81089,198863422,1997
AL,financial administration,2442,6681259,140,90830,12091,2511,6772089,1997
AL,other government administration,472,1325207,46,92553,3808,494,1417760,1997
AL,judicial and legal,2760,8042658,132,148422,14407,2841,8191080,1997
AL,police arrest,789,2882858,0,0,0,789,2882858,1997
AL,police other,450,1160107,37,11277,1456,458,1171384,1997
AL,corrections,4187,10183158,18,15501,1788,4197,10198659,1997
AL,streets and highways,3920,9117028,68,48256,6022,3954,9165284,1997
AL,air transportation,0,0,0,0,0,0,0,1997
AL,water transportation,471,1135510,1,1400,116,472,1136910,1997
AL,public welfare,4000,9856584,37,48502,4118,4023,9905086,1997
AL,health,6610,14511648,605,494850,72612,7020,15006498,1997
AL,hospitals,11187,22464510,1114,1573146,91354,11703,24037656,1997
AL,social insurance administration,1421,3306113,60,27635,4393,1446,3333748,1997
AL,solid waste management,0,0,0,0,0,0,0,1997
AL,sewage disposal,0,0,0,0,0,0,0,1997
AL,parks and recreation,455,846756,486,337484,63726,815,1184240,1997
AL,housing and community development,0,0,0,0,0,0,0,1997
AL,natural resources,2267,6124426,443,253570,37229,2478,6377996,1997
AL,water transport and terminals,0,0,0,0,0,0,0,1997
AL,electric power,0,0,0,0,0,0,0,1997
AL,gas supply,0,0,0,0,0,0,0,1997
AL,transit,0,0,0,0,0,0,0,1997
AL,elem and sec instruction,0,0,0,0,0,0,0,1997
AL,elem and sec admin/cler,0,0,0,0,0,0,0,1997
AL,elem and sec oper/maint,0,0,0,0,0,0,0,1997
AL,elem and sec cafeteria,0,0,0,0,0,0,0,1997
AL,elem and sec bus transit,0,0,0,0,0,0,0,1997
