state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
US,total,3646705,13680391896,1396095,1436014745,94613544,4190667,15116406641,2003
US,financial administration,160295,578222268,12589,19500772,1374248,168165,597723040,2003
US,other government administration,47849,180240941,12400,22190295,1184369,54718,202431236,2003
US,judicial and legal,154537,663247065,9514,18706390,922508,159849,681953455,2003
US,police protection - officers,62801,293587107,698,783742,23253,62934,294370849,2003
US,police protection - other,40351,141536703,2083,2166070,147208,41193,143702773,2003
US,corrections,452146,1497479360,11440,21574945,1181499,458899,1519054305,2003
US,highways,238749,849985487,10590,18712956,1097268,245085,868698443,2003
US,air transportation,3103,12812321,197,301426,15827,3193,13113747,2003
US,water transport and terminals,4469,17381024,95,136497,8431,4515,17517521,2003
US,public welfare,223972,701460366,10036,17711043,1128398,230449,719171409,2003
US,health,168796,593038242,14330,24170711,1408915,176868,617208953,2003
US,hospitals,371887,1223418064,56292,109453488,5456817,403005,1332871552,2003
US,social insurance administration,83303,291653409,9495,17492396,1114129,89722,309145805,2003
US,solid waste management,1761,8126967,117,311339,12287,1833,8438306,2003
US,sewerage,1799,8888201,51,164320,6753,1837,9052521,2003
US,parks and recreation,27648,82919964,12752,14579770,1342926,35344,97499734,2003
US,housing and community development,0,0,0,0,0,0,0,2003
US,natural resources,132519,469570914,31940,38142161,2853752,148854,507713075,2003
US,water transport and terminals,656,3087324,23,62914,2717,671,3150238,2003
US,electric power,3829,21498437,75,171725,9022,3880,21670162,2003
US,gas supply,0,0,0,0,0,0,0,2003
US,transit,31287,151859848,2050,3240353,215566,32512,155100201,2003
US,education - elementary and secondary instructional,34446,137400056,9553,8337718,479450,37341,145737774,2003
US,education - elementary and secondary other,13093,32713884,6971,4360913,365343,15337,37074797,2003
US,education - higher education instructional,354399,2065821906,368217,509201666,24257573,494058,2575023572,2003
US,education - higher education other,743935,2529678150,781925,538497696,47338867,1016034,3068175846,2003
US,education - other,88085,311822937,12599,16534547,970824,93665,328357484,2003
US,libraries,482,1387596,240,137426,16004,573,1525022,2003
US,liquor stores,5736,16569201,3223,2579785,257665,7226,19148986,2003
US,other and unallocable,194772,794984154,16600,26791681,1421925,202907,821775835,2003
AL,total,74360,252332276,27761,26592864,1937970,85518,278925140,2003
AL,financial administration,2599,8730321,77,77889,9738,2655,8808210,2003
AL,other government administration,564,2043894,94,110294,6774,603,2154188,2003
AL,judicial and legal,3389,12579899,75,131381,5751,3421,12711280,2003
AL,police protection - officers,614,2613107,0,0,0,614,2613107,2003
AL,police protection - other,585,1635593,0,0,0,585,1635593,2003
AL,corrections,4728,15339754,8,9828,1187,4735,15349582,2003
AL,highways,4053,11428002,76,57936,6731,4091,11485938,2003
AL,air transportation,0,0,0,0,0,0,0,2003
AL,water transport and terminals,403,1205795,1,1000,40,403,1206795,2003
AL,public welfare,3787,10559445,28,40246,2714,3802,10599691,2003
AL,health,5146,15612488,454,440418,58210,5477,16052906,2003
AL,hospitals,11270,33522988,1430,2348971,119663,11950,35871959,2003
AL,social insurance administration,1286,3845738,37,24398,3188,1304,3870136,2003
AL,solid waste management,0,0,0,0,0,0,0,2003
AL,sewerage,0,0,0,0,0,0,0,2003
AL,parks and recreation,551,1258146,280,202853,29809,720,1460999,2003
AL,housing and community development,0,0,0,0,0,0,0,2003
AL,natural resources,2089,6570856,197,185072,26879,2241,6755928,2003
AL,water transport and terminals,0,0,0,0,0,0,0,2003
AL,electric power,0,0,0,0,0,0,0,2003
AL,gas supply,0,0,0,0,0,0,0,2003
AL,transit,0,0,0,0,0,0,0,2003
AL,education - elementary and secondary instructional,0,0,0,0,0,0,0,2003
AL,education - elementary and secondary other,0,0,0,0,0,0,0,2003
AL,education - higher education instructional,8852,51210118,8690,11529212,530254,11927,62739330,2003
AL,education - higher education other,19160,57375060,15674,10891444,1074852,25352,68266504,2003
AL,education - other,2620,8595710,98,76712,7829,2665,8672422,2003
AL,libraries,0,0,0,0,0,0,0,2003
AL,liquor stores,644,1538889,6,9407,762,648,1548296,2003
AL,other and unallocable,2020,6666473,536,455803,53589,2325,7122276,2003
AK,total,22577,92458702,5675,5768768,388829,24837,98227470,2003
AK,financial administration,993,4120532,29,46963,2429,1007,4167495,2003
AK,other government administration,602,2288574,40,49876,2897,620,2338450,2003
AK,judicial and legal,1173,5200231,94,160461,7155,1216,5360692,2003
AK,police protection - officers,255,1507853,0,0,0,255,1507853,2003
AK,police protection - other,195,643921,70,21109,1685,205,665030,2003
AK,corrections,1747,7097696,36,49229,3984,1771,7146925,2003
AK,highways,2964,12831115,29,39583,2807,2981,12870698,2003
AK,air transportation,0,0,0,0,0,0,0,2003
AK,water transport and terminals,0,0,0,0,0,0,0,2003
AK,public welfare,1685,5855379,170,210259,19976,1806,6065638,2003
AK,health,725,3091224,46,79624,3960,749,3170848,2003
AK,hospitals,232,969319,18,32801,2532,247,1002120,2003
AK,social insurance administration,443,1621588,5,7221,374,445,1628809,2003
AK,solid waste management,0,0,0,0,0,0,0,2003
AK,sewerage,0,0,0,0,0,0,0,2003
AK,parks and recreation,83,300561,3,3999,228,84,304560,2003
AK,housing and community development,0,0,0,0,0,0,0,2003
AK,natural resources,2241,8736385,115,162034,9834,2298,8898419,2003
AK,water transport and terminals,0,0,0,0,0,0,0,2003
AK,electric power,0,0,0,0,0,0,0,2003
AK,gas supply,0,0,0,0,0,0,0,2003
AK,transit,0,0,0,0,0,0,0,2003
AK,education - elementary and secondary instructional,1884,7797092,651,580830,46254,2163,8377922,2003
AK,education - elementary and secondary other,834,2110860,604,598211,46122,1112,2709071,2003
AK,education - higher education instructional,938,5821184,1036,1107928,32577,1123,6929112,2003
AK,education - higher education other,2565,9530019,2646,2533237,200810,3706,12063256,2003
AK,education - other,418,1602202,38,23501,1712,428,1625703,2003
AK,libraries,0,0,0,0,0,0,0,2003
AK,liquor stores,0,0,0,0,0,0,0,2003
AK,other and unallocable,2600,11332967,45,61902,3493,2621,11394869,2003
AZ,total,55119,188301079,26315,22424242,1804636,65372,210725321,2003
AZ,financial administration,3643,10915596,32,65992,3049,3659,10981588,2003
AZ,other government administration,585,1994268,166,217331,14478,668,2211599,2003
AZ,judicial and legal,1258,5602067,78,158442,7578,1302,5760509,2003
AZ,police protection - officers,1122,4442309,0,0,0,1122,4442309,2003
AZ,police protection - other,889,3268415,1,1559,122,890,3269974,2003
AZ,corrections,9102,28820196,70,180268,6633,9140,29000464,2003
AZ,highways,2980,9585548,0,0,0,2980,9585548,2003
AZ,air transportation,0,0,0,0,0,0,0,2003
AZ,water transport and terminals,0,0,0,0,0,0,0,2003
AZ,public welfare,5592,14443276,161,176061,16408,5685,14619337,2003
AZ,health,2379,7997730,30,69238,3036,2396,8066968,2003
AZ,hospitals,718,2296155,68,134315,5378,749,2430470,2003
AZ,social insurance administration,1903,4736530,9,11878,903,1908,4748408,2003
AZ,solid waste management,0,0,0,0,0,0,0,2003
AZ,sewerage,0,0,0,0,0,0,0,2003
AZ,parks and recreation,345,962506,163,102818,14526,428,1065324,2003
AZ,housing and community development,0,0,0,0,0,0,0,2003
AZ,natural resources,1913,6943534,849,860653,65979,2288,7804187,2003
AZ,water transport and terminals,0,0,0,0,0,0,0,2003
AZ,electric power,10,51064,0,0,0,10,51064,2003
AZ,gas supply,0,0,0,0,0,0,0,2003
AZ,transit,0,0,0,0,0,0,0,2003
AZ,education - elementary and secondary instructional,0,0,0,0,0,0,0,2003
AZ,education - elementary and secondary other,0,0,0,0,0,0,0,2003
AZ,education - higher education instructional,4953,27973064,6906,8410271,540404,8024,36383335,2003
AZ,education - higher education other,11654,40713144,17140,11345548,1080494,17792,52058692,2003
AZ,education - other,2756,7365533,467,509806,34526,2952,7875339,2003
AZ,libraries,0,0,0,0,0,0,0,2003
AZ,liquor stores,0,0,0,0,0,0,0,2003
AZ,other and unallocable,3317,10190144,175,180062,11122,3379,10370206,2003
AR,total,49343,150067878,14191,9075233,834231,54087,159143111,2003
AR,financial administration,1842,5136641,38,35589,4163,1866,5172230,2003
AR,other government administration,611,2112469,59,126902,8354,659,2239371,2003
AR,judicial and legal,1348,4594121,107,274126,9416,1402,4868247,2003
AR,police protection - officers,517,1697770,0,0,0,517,1697770,2003
AR,police protection - other,537,1363426,4,7483,485,540,1370909,2003
AR,corrections,4231,9927118,7,15150,587,4234,9942268,2003
AR,highways,3751,9927175,46,65074,1683,3761,9992249,2003
AR,air transportation,0,0,0,0,0,0,0,2003
AR,water transport and terminals,0,0,0,0,0,0,0,2003
AR,public welfare,3788,9565916,28,56617,2507,3803,9622533,2003
AR,health,4589,12088145,213,281220,21012,4710,12369365,2003
AR,hospitals,4306,11562225,165,243602,10355,4365,11805827,2003
AR,social insurance administration,945,2898383,269,312760,31611,1124,3211143,2003
AR,solid waste management,0,0,0,0,0,0,0,2003
AR,sewerage,0,0,0,0,0,0,0,2003
AR,parks and recreation,636,1398675,200,126581,20603,753,1525256,2003
AR,housing and community development,0,0,0,0,0,0,0,2003
AR,natural resources,1758,4692827,429,252527,33165,1947,4945354,2003
AR,water transport and terminals,0,0,0,0,0,0,0,2003
AR,electric power,0,0,0,0,0,0,0,2003
AR,gas supply,0,0,0,0,0,0,0,2003
AR,transit,0,0,0,0,0,0,0,2003
AR,education - elementary and secondary instructional,0,0,0,0,0,0,0,2003
AR,education - elementary and secondary other,0,0,0,0,0,0,0,2003
AR,education - higher education instructional,5393,30410233,3730,3376245,227302,6685,33786478,2003
AR,education - higher education other,10323,28423015,7938,3080596,409667,12651,31503611,2003
AR,education - other,2488,7308259,773,592824,35668,2689,7901083,2003
AR,libraries,0,0,0,0,0,0,0,2003
AR,liquor stores,0,0,0,0,0,0,0,2003
AR,other and unallocable,2280,6961480,185,227937,17653,2381,7189417,2003
CA,total,332326,1625783254,149557,200454928,10033931,389345,1826238182,2003
CA,financial administration,20123,79774585,3559,5288727,383935,22304,85063312,2003
CA,other government administration,3865,18549304,392,922071,28361,4035,19471375,2003
CA,judicial and legal,3943,23245183,379,756841,29079,4108,24002024,2003
CA,police protection - officers,7924,50057579,543,533810,11102,7987,50591389,2003
CA,police protection - other,5231,19724329,751,757272,42243,5472,20481601,2003
CA,corrections,48114,222447809,3013,7468633,371195,50223,229916442,2003
CA,highways,21130,116966726,997,3277113,123117,21830,120243839,2003
CA,air transportation,0,0,0,0,0,0,0,2003
CA,water transport and terminals,74,313704,16,17757,942,79,331461,2003
CA,public welfare,3664,15258151,281,630645,29595,3832,15888796,2003
CA,health,11151,52808872,1513,3344396,134544,11916,56153268,2003
CA,hospitals,34285,147365532,8360,18392701,738782,38483,165758233,2003
CA,social insurance administration,17432,69515051,2399,5450158,299046,19131,74965209,2003
CA,solid waste management,389,1924552,63,198169,7372,431,2122721,2003
CA,sewerage,0,0,0,0,0,0,0,2003
CA,parks and recreation,2270,9415779,1563,2404369,178544,3284,11820148,2003
CA,housing and community development,0,0,0,0,0,0,0,2003
CA,natural resources,12068,57080517,3656,5201008,425424,14485,62281525,2003
CA,water transport and terminals,0,0,0,0,0,0,0,2003
CA,electric power,0,0,0,0,0,0,0,2003
CA,gas supply,0,0,0,0,0,0,0,2003
CA,transit,0,0,0,0,0,0,0,2003
CA,education - elementary and secondary instructional,0,0,0,0,0,0,0,2003
CA,education - elementary and secondary other,0,0,0,0,0,0,0,2003
CA,education - higher education instructional,19946,140757725,26376,44320042,1694253,29572,185077767,2003
CA,education - higher education other,80167,367781760,91177,90433271,5130643,109318,458215031,2003
CA,education - other,4339,18365374,588,1055539,52048,4634,19420913,2003
CA,libraries,0,0,0,0,0,0,0,2003
CA,liquor stores,0,0,0,0,0,0,0,2003
CA,other and unallocable,36211,214430722,3931,10002406,353706,38221,224433128,2003
CO,total,50041,220793553,34600,49125097,3056634,67406,269918650,2003
CO,financial administration,2050,8918699,149,220494,12133,2118,9139193,2003
CO,other government administration,422,1501540,137,299477,19570,533,1801017,2003
CO,judicial and legal,2992,13502945,786,1866998,92481,3518,15369943,2003
CO,police protection - officers,760,4421937,7,21769,855,764,4443706,2003
CO,police protection - other,423,1782168,1,2151,80,423,1784319,2003
CO,corrections,6587,25694194,78,215428,10530,6646,25909622,2003
CO,highways,3034,12397063,171,373054,19820,3147,12770117,2003
CO,air transportation,0,0,0,0,0,0,0,2003
CO,water transport and terminals,0,0,0,0,0,0,0,2003
CO,public welfare,1834,7635797,406,752246,39588,2059,8388043,2003
CO,health,1061,5306838,149,387238,16276,1154,5694076,2003
CO,hospitals,3201,11190945,793,1467596,73505,3619,12658541,2003
CO,social insurance administration,894,3832031,91,148424,9104,946,3980455,2003
CO,solid waste management,0,0,0,0,0,0,0,2003
CO,sewerage,0,0,0,0,0,0,0,2003
CO,parks and recreation,241,1055008,83,62412,3979,264,1117420,2003
CO,housing and community development,0,0,0,0,0,0,0,2003
CO,natural resources,1301,6095905,256,421497,18412,1405,6517402,2003
CO,water transport and terminals,0,0,0,0,0,0,0,2003
CO,electric power,0,0,0,0,0,0,0,2003
CO,gas supply,0,0,0,0,0,0,0,2003
CO,transit,0,0,0,0,0,0,0,2003
CO,education - elementary and secondary instructional,0,0,0,0,0,0,0,2003
CO,education - elementary and secondary other,0,0,0,0,0,0,0,2003
CO,education - higher education instructional,9887,57441080,9040,14276486,792793,14392,71717566,2003
CO,education - higher education other,12888,49178959,21785,27546541,1891897,23636,76725500,2003
CO,education - other,1043,4204529,563,888018,46796,1309,5092547,2003
CO,libraries,0,0,0,0,0,0,0,2003
CO,liquor stores,0,0,0,0,0,0,0,2003
CO,other and unallocable,1423,6633915,105,175268,8815,1473,6809183,2003
CT,total,53825,241598941,16954,22825872,1037106,59967,264424813,2003
CT,financial administration,2432,9813745,75,192253,8492,2481,10005998,2003
CT,other government administration,996,4226716,232,836618,34561,1191,5063334,2003
CT,judicial and legal,4503,16635422,168,415512,7815,4547,17050934,2003
CT,police protection - officers,1267,6565478,0,0,0,1267,6565478,2003
CT,police protection - other,477,1914641,29,54540,2967,494,1969181,2003
CT,corrections,7466,30214575,85,260080,9369,7520,30474655,2003
CT,highways,3628,15298877,0,0,0,3628,15298877,2003
CT,air transportation,34,196716,0,0,0,34,196716,2003
CT,water transport and terminals,0,0,0,0,0,0,0,2003
CT,public welfare,4265,17920928,214,607017,25689,4411,18527945,2003
CT,health,2097,9127910,93,265267,9725,2152,9393177,2003
CT,hospitals,9127,44237719,2056,5068027,212951,10337,49305746,2003
CT,social insurance administration,818,3390969,34,117419,4049,841,3508388,2003
CT,solid waste management,50,244291,8,20229,932,56,264520,2003
CT,sewerage,0,0,0,0,0,0,0,2003
CT,parks and recreation,141,529232,5,12292,753,145,541524,2003
CT,housing and community development,0,0,0,0,0,0,0,2003
CT,natural resources,529,2196777,52,69807,2041,541,2266584,2003
CT,water transport and terminals,0,0,0,0,0,0,0,2003
CT,electric power,0,0,0,0,0,0,0,2003
CT,gas supply,0,0,0,0,0,0,0,2003
CT,transit,0,0,0,0,0,0,0,2003
CT,education - elementary and secondary instructional,0,0,0,0,0,0,0,2003
CT,education - elementary and secondary other,0,0,0,0,0,0,0,2003
CT,education - higher education instructional,3888,26262066,6121,9072283,348398,5983,35334349,2003
CT,education - higher education other,7226,32305429,7339,4951493,323168,9193,37256922,2003
CT,education - other,2729,11369080,268,573839,29931,2899,11942919,2003
CT,libraries,0,0,0,0,0,0,0,2003
CT,liquor stores,0,0,0,0,0,0,0,2003
CT,other and unallocable,2152,9148370,175,309196,16265,2247,9457566,2003
DE,total,21509,77263238,7878,7763905,487794,24455,85027143,2003
DE,financial administration,672,2270357,68,31775,3057,691,2302132,2003
DE,other government administration,233,852458,116,216310,9610,288,1068768,2003
DE,judicial and legal,1468,4917499,21,34198,1748,1477,4951697,2003
DE,police protection - officers,616,3019633,0,0,0,616,3019633,2003
DE,police protection - other,296,882723,6,10882,709,301,893605,2003
DE,corrections,2759,8893824,86,58231,5237,2789,8952055,2003
DE,highways,1585,4706433,32,46937,3325,1605,4753370,2003
DE,air transportation,0,0,0,0,0,0,0,2003
DE,water transport and terminals,251,871800,0,0,0,251,871800,2003
DE,public welfare,1504,4625181,157,215969,15884,1600,4841150,2003
DE,health,1844,6563138,211,324974,21009,1971,6888112,2003
DE,hospitals,1709,5099769,223,379978,21717,1840,5479747,2003
DE,social insurance administration,298,848046,14,25200,1807,309,873246,2003
DE,solid waste management,99,298928,13,9500,981,105,308428,2003
DE,sewerage,0,0,0,0,0,0,0,2003
DE,parks and recreation,168,458708,115,97214,10030,229,555922,2003
DE,housing and community development,0,0,0,0,0,0,0,2003
DE,natural resources,410,1404503,125,92926,8730,463,1497429,2003
DE,water transport and terminals,0,0,0,0,0,0,0,2003
DE,electric power,0,0,0,0,0,0,0,2003
DE,gas supply,0,0,0,0,0,0,0,2003
DE,transit,578,2088114,38,75477,6007,612,2163591,2003
DE,education - elementary and secondary instructional,0,0,0,0,0,0,0,2003
DE,education - elementary and secondary other,0,0,0,0,0,0,0,2003
DE,education - higher education instructional,1572,9704786,2810,3565667,179409,2654,13270453,2003
DE,education - higher education other,3652,13038960,3669,2396113,182701,4761,15435073,2003
DE,education - other,358,1592136,13,32035,1687,369,1624171,2003
DE,libraries,0,0,0,0,0,0,0,2003
DE,liquor stores,0,0,0,0,0,0,0,2003
DE,other and unallocable,1437,5126242,161,150519,14146,1524,5276761,2003
FL,total,169974,560633924,41484,43665736,2971442,186861,604299660,2003
FL,financial administration,6588,22110116,213,175650,23036,6719,22285766,2003
FL,other government administration,2068,7653949,37,48963,2941,2084,7702912,2003
FL,judicial and legal,17974,65521158,421,818660,38758,18196,66339818,2003
FL,police protection - officers,2075,7260175,0,0,0,2075,7260175,2003
FL,police protection - other,2277,7578996,27,28651,2329,2290,7607647,2003
FL,corrections,26570,72989965,28,45281,2565,26585,73035246,2003
FL,highways,8362,28423572,34,42159,3066,8379,28465731,2003
FL,air transportation,0,0,0,0,0,0,0,2003
FL,water transport and terminals,0,0,6,5125,240,1,5125,2003
FL,public welfare,13205,34529843,98,128440,8101,13251,34658283,2003
FL,health,20401,58176931,1186,2122220,166923,21350,60299151,2003
FL,hospitals,4882,13432614,39,63737,3103,4900,13496351,2003
FL,social insurance administration,2810,7650989,28,41706,2573,2825,7692695,2003
FL,solid waste management,0,0,0,0,0,0,0,2003
FL,sewerage,0,0,0,0,0,0,0,2003
FL,parks and recreation,1420,2863809,46,29422,4345,1445,2893231,2003
FL,housing and community development,0,0,0,0,0,0,0,2003
FL,natural resources,9655,26738326,2100,1853660,134699,10421,28591986,2003
FL,water transport and terminals,0,0,0,0,0,0,0,2003
FL,electric power,0,0,0,0,0,0,0,2003
FL,gas supply,0,0,0,0,0,0,0,2003
FL,transit,560,2007071,33,33875,3520,580,2040946,2003
FL,education - elementary and secondary instructional,0,0,0,0,0,0,0,2003
FL,education - elementary and secondary other,0,0,0,0,0,0,0,2003
FL,education - higher education instructional,14541,95885785,17026,21141255,1065701,20596,117027040,2003
