state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
US,total,3658859,14510933884,1419409,1550636537,95634091,4208522,16061570421,2005
US,financial administration,161859,605928842,11514,18626924,1196270,168712,624555766,2005
US,other government administration,48647,192847425,12514,24424938,1211357,55665,217272363,2005
US,judicial and legal,159335,714739604,9708,20792566,913849,164595,735532170,2005
US,police protection - officers,62716,312415072,744,393400,18861,62823,312808472,2005
US,police protection - other,39036,145552535,1974,2307420,150260,39890,147859955,2005
US,corrections,458365,1589701989,10734,22242528,1104474,464701,1611944517,2005
US,highways,232076,867230520,10134,18655086,1040344,238061,885885606,2005
US,air transportation,3199,14563901,170,277698,12940,3272,14841599,2005
US,water transport and terminals,4770,21119366,78,118105,7131,4810,21237471,2005
US,public welfare,224207,733722734,11203,20880161,1186712,231038,754602895,2005
US,health,170608,621491188,14326,27894451,1373149,178465,649385639,2005
US,hospitals,366135,1288619346,57039,122632089,5718511,398696,1411251435,2005
US,social insurance administration,79819,292863330,7468,13944742,843485,84685,306808072,2005
US,solid waste management,1755,8505492,127,366343,14778,1841,8871835,2005
US,sewerage,1715,8996816,49,152236,5050,1744,9149052,2005
US,parks and recreation,26971,83766571,13521,15751992,1335178,34624,99518563,2005
US,housing and community development,0,0,0,0,0,0,0,2005
US,natural resources,129906,481994374,31681,40544319,2836986,146161,522538693,2005
US,water transport and terminals,664,3291324,35,79678,4309,688,3371002,2005
US,electric power,4022,23227260,50,154305,5466,4053,23381565,2005
US,gas supply,0,0,0,0,0,0,0,2005
US,transit,31724,161512769,1916,3214583,200969,32865,164727352,2005
US,education - elementary and secondary instructional,32483,158441784,8520,8756943,461572,35259,167198727,2005
US,education - elementary and secondary other,11010,31372756,6765,4634446,359368,13212,36007202,2005
US,education - higher education instructional,362237,2229436104,381870,546842531,24264986,501743,2776278635,2005
US,education - higher education other,763479,2768306924,795616,588287886,48724381,1043636,3356594810,2005
US,education - other,84024,314435716,12754,18406451,1045953,90032,332842167,2005
US,libraries,482,1496498,240,148210,16004,573,1644708,2005
US,liquor stores,5985,17116458,2792,2530585,246451,7396,19647043,2005
US,other and unallocable,191630,818237186,15867,27575921,1335297,199282,845813107,2005
AL,total,75361,269187526,27529,26301593,1731675,85324,295489119,2005
AL,financial administration,2591,8878638,67,59581,7998,2637,8938219,2005
AL,other government administration,532,2087999,91,111223,6304,569,2199222,2005
AL,judicial and legal,3186,12207791,90,148685,3378,3205,12356476,2005
AL,police protection - officers,754,3481953,0,0,0,754,3481953,2005
AL,police protection - other,628,1751483,0,0,0,628,1751483,2005
AL,corrections,4874,15013137,8,11663,1034,4880,15024800,2005
AL,highways,4320,11731118,86,70284,7703,4364,11801402,2005
AL,air transportation,0,0,0,0,0,0,0,2005
AL,water transport and terminals,509,2074694,1,1200,45,509,2075894,2005
AL,public welfare,4324,13352364,36,58828,3496,4344,13411192,2005
AL,health,5028,15658160,437,476725,55224,5342,16134885,2005
AL,hospitals,10576,35328836,1721,3920736,143664,11392,39249572,2005
AL,social insurance administration,1153,3550348,19,13844,1804,1163,3564192,2005
AL,solid waste management,0,0,0,0,0,0,0,2005
AL,sewerage,0,0,0,0,0,0,0,2005
AL,parks and recreation,476,1192066,135,90501,13466,553,1282567,2005
AL,housing and community development,0,0,0,0,0,0,0,2005
AL,natural resources,2050,6809853,218,221771,21802,2175,7031624,2005
AL,water transport and terminals,0,0,0,0,0,0,0,2005
AL,electric power,0,0,0,0,0,0,0,2005
AL,gas supply,0,0,0,0,0,0,0,2005
AL,transit,0,0,0,0,0,0,0,2005
AL,education - elementary and secondary instructional,0,0,0,0,0,0,0,2005
AL,education - elementary and secondary other,0,0,0,0,0,0,0,2005
AL,education - higher education instructional,9032,54773194,8570,8718293,438048,11570,63491487,2005
AL,education - higher education other,19521,63562702,15508,11857301,973544,25128,75420003,2005
AL,education - other,3169,9653202,126,112079,6382,3204,9765281,2005
AL,libraries,0,0,0,0,0,0,0,2005
AL,liquor stores,659,1460861,5,8342,675,663,1469203,2005
AL,other and unallocable,1979,6619127,411,420537,47108,2244,7039664,2005
AK,total,22456,95083325,5548,5832108,360190,24553,100915433,2005
AK,financial administration,928,4006972,25,29126,1802,939,4036098,2005
AK,other government administration,630,2469544,51,62493,3591,652,2532037,2005
AK,judicial and legal,1232,5488984,73,122956,5016,1262,5611940,2005
AK,police protection - officers,280,1631471,0,0,0,280,1631471,2005
AK,police protection - other,156,521677,63,20245,1628,166,541922,2005
AK,corrections,1698,7116272,36,44282,3499,1719,7160554,2005
AK,highways,2875,12728637,25,33298,2348,2889,12761935,2005
AK,air transportation,0,0,0,0,0,0,0,2005
AK,water transport and terminals,0,0,0,0,0,0,0,2005
AK,public welfare,1636,5797804,135,174368,17216,1740,5972172,2005
AK,health,661,2917751,26,40977,2390,675,2958728,2005
AK,hospitals,207,846100,10,14920,798,212,861020,2005
AK,social insurance administration,466,1672983,7,9632,650,470,1682615,2005
AK,solid waste management,0,0,0,0,0,0,0,2005
AK,sewerage,0,0,0,0,0,0,0,2005
AK,parks and recreation,83,294534,2,2630,140,84,297164,2005
AK,housing and community development,0,0,0,0,0,0,0,2005
AK,natural resources,2247,9187007,100,155396,9288,2301,9342403,2005
AK,water transport and terminals,0,0,0,0,0,0,0,2005
AK,electric power,0,0,0,0,0,0,0,2005
AK,gas supply,0,0,0,0,0,0,0,2005
AK,transit,0,0,0,0,0,0,0,2005
AK,education - elementary and secondary instructional,1838,7559622,624,579323,36402,2061,8138945,2005
AK,education - elementary and secondary other,849,2263825,629,566986,38172,1083,2830811,2005
AK,education - higher education instructional,948,6262700,1164,1345880,36682,1156,7608580,2005
AK,education - higher education other,2644,10389009,2471,2516193,195286,3754,12905202,2005
AK,education - other,242,967129,26,12528,965,248,979657,2005
AK,libraries,0,0,0,0,0,0,0,2005
AK,liquor stores,0,0,0,0,0,0,0,2005
AK,other and unallocable,2836,12961304,81,100875,4317,2862,13062179,2005
