GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,YEAR.id,GOVEMPFUNCT.id,GOVEMPFUNCT.display-label,EMPFT,EMPFT_CV,PAYANNFT,PAYANNFT_CV,EMPPT,EMPPT_CV,PAYANNPT,PAYANNPT_CV,HRSPT,HRSPT_CV,EMPFTE,EMPFTE_CV,EMP,EMP_CV,PAYANN,PAYANN_CV
Geographic identifier code,Id2,Geographic area name,Id,Year,Government Employment Function,Meaning of Government Employment Function,Full-Time Employment,Full-Time Employment Coefficient of Variation (percent),Full-Time Payroll (whole dollars),Full-Time Payroll Coefficient of Variation (percent),Part-Time Employment,Part-Time Employment Coefficient of Variation (percent),Part-Time Payroll (whole dollars),Part-Time Payroll Coefficient of Variation (percent),Part-Time Hours,Part-Time Hours Coefficient of Variation (percent),Full-Time Equivalent Employment,Full-Time Equivalent Employment Coefficient of Variation (percent),Total March Full-Time and Part-Time Employment,Total March Full-Time and Part-Time Employment Coefficient of Variation (percent),Total March Payroll (whole dollars),Total March Payroll Coefficient of Variation (percent)
0100000US,,United States,,2015,1000,Total - All Government Employment Functions,10665663,0.09,49665311551,0.08,3283375,0.09,3837969263,0.09,217608308,0.11,11939903,0.08,13949038,0.07,53503280814,0.08
0100000US,,United States,,2015,1020,Financial Administration,214651,0.03,1038025155,0.03,40991,0.06,44140857,0.05,2542202,0.05,228295,0.03,255642,0.03,1082166012,0.02
0100000US,,United States,,2015,1040,Other Government Administration,187611,0.04,893621706,0.03,168514,0.02,92108273,0.03,4735251,0.03,213555,0.04,356125,0.02,985729979,0.03
0100000US,,United States,,2015,1060,Judicial and Legal,225314,0.05,1148980214,0.07,32119,0.07,48082623,0.12,2259071,0.22,237786,0.05,257433,0.05,1197062837,0.07
0100000US,,United States,,2015,1100,Police Protection Total,778586,0.02,4571896295,0.02,91468,0.04,97340634,0.05,6321939,0.05,814599,0.02,870054,0.02,4669236929,0.02
0100000US,,United States,,2015,1101,Police Protection - Persons with Power of Arrest       ,619017,0.02,3864235976,0.02,35040,0.07,40426117,0.09,2562594,0.08,633545,0.02,654057,0.02,3904662093,0.02
0100000US,,United States,,2015,1102,Police Protection - Other ,159569,0.04,707660319,0.04,56428,0.06,56914517,0.06,3759345,0.06,181054,0.03,215997,0.03,764574836,0.03
0100000US,,United States,,2015,1120,Fire Protection Total ,326637,0.04,2094324732,0.10,106192,0.09,56388146,0.10,3833793,0.11,348326,0.03,432829,0.04,2150712878,0.10
0100000US,,United States,,2015,1121,Fire Protection - Firefighters,297865,0.04,1931594565,0.11,94016,0.09,45836126,0.11,3258614,0.12,316406,0.04,391881,0.04,1977430691,0.10
